latitude,longitude,source,frp,fire_id
26.58636,95.20422,MODIS,141.75,a9aebeae0a0151013cb4246e313e5f98
26.60138,94.96329,MODIS,52.41,9c25d252d5ae76194c5fd2325a9d2e24
10.5351,-85.55156,MODIS,71.38,9f2898d762fbe67606280509bf0fcfed
-1.99033,-78.34116,MODIS,499.09,3a63d4c33254fac1ecbebe2591e3ceee
-1.99289,-78.32347,MODIS,163.36,28ee624ae57d7bf5fbf9cc18cb2c6100
-2.00134,-78.34738,MODIS,53.15,37a8122677f4d732ef43e874e5d7f8b0
-2.00424,-78.32759,MODIS,138.86,2e738bd24902d3ade953fb05cfafca5e
17.46138,73.36806,MODIS,60.81,10ffa33b020a2bcb9fd814ae30482c72
-30.26029,30.07716,MODIS,79.56,d561882d4ec6603566c8b52e4aeda40b
32.11408,47.41809,MODIS,52.7,2d2c173615fac1c63d275279ed612767
31.00552,48.13677,MODIS,87.16,4a580405bcb980fb15838fd79400c4fc
31.02515,47.27425,MODIS,104.07,3fe7e8cecd3bc546bc3e15f4645b59b3
31.02059,47.29607,MODIS,88.96,fdeca938ec7014d650a58a7f985aeeb2
31.02115,47.2896,MODIS,187.98,d489141206b10a860eeef7f934c433d3
30.27083,47.74976,MODIS,56.76,22928787102eab633d04d10d1fe67d5e
28.49612,49.72352,MODIS,94.88,c421851c3195c949847b5abcb8184a22
28.48769,49.71435,MODIS,105.34,9ea8f0d10bffa933c57c81a7546f7686
28.37145,49.64251,MODIS,178.31,59afb5f42d3f99d16c003fbcf24db98d
28.36288,49.63442,MODIS,186.32,ee84a5ff0751c762fe0f099044509e57
8.84439,26.74106,MODIS,57.32,96d8c3fea4fb4977bd266cc12cd415a4
8.06201,32.22212,MODIS,72.47,112a9b2abefd27c5c1613aa5d9c9262e
8.7023,27.16492,MODIS,50.55,09e1a08df52341acf83094c0e48d580d
8.69877,27.15738,MODIS,72.1,76c6830379a05aa74614841bb0c5b76e
7.9787,32.02199,MODIS,151.84,a004cca56bfc3bf4549e9abc604d38fb
7.88482,32.03542,MODIS,54.72,845b488e7161a95a4412fbc0dd2db67e
7.71013,32.68889,MODIS,120.47,e540e93bc6743dd879469bb66bd83094
7.70873,32.6987,MODIS,98.72,373839b69c9b288603ccf09dd8da240a
7.65237,32.71471,MODIS,54.02,ed3009cb48d0ed8414581d3b094c0a19
7.65095,32.72447,MODIS,117.09,31465f868e5fe09444320c81e3c261e8
7.64954,32.73423,MODIS,74.23,03c4090fe33cc67a723fde8c972743b2
7.64305,32.71341,MODIS,143.74,b410a5454735b179eeffe8463597966b
7.64164,32.72318,MODIS,557.71,bd1d192808ddf89d79287968cfb04628
7.64024,32.73293,MODIS,180.75,145c82cb8c2ab3a8ca95c788095d4c95
7.63233,32.72188,MODIS,55.43,2c314ed9ad8f6af5162c67a60f11aa52
8.14486,28.67561,MODIS,55.94,6e8ca8d4e97c3aad97b46c5db97ab912
8.13242,28.67402,MODIS,108.41,98294fc0f050b211358a7f4f0c017430
8.22244,27.31089,MODIS,59.99,61891ae0a91ef898f4b7c10d6a7fb73f
7.12614,32.06156,MODIS,103.91,7cb40940d0fb11aea31f990b19ceaa45
6.87686,32.21606,MODIS,101.24,1908a097357671d33d8f7148973ff04f
7.05823,29.71119,MODIS,75.71,8c0d24f2af968279af7b664bf9083420
6.48058,33.36465,MODIS,55.22,ef5612f696c0c19b53fb00c4089e81c2
5.97121,36.37304,MODIS,62.82,877273924b37115d906dc0c2ad71a4ff
6.63144,31.65537,MODIS,99.89,9d0b4b4a4e7bc4eb67a0f62b40fd89b3
6.13751,34.82475,MODIS,53.02,4dc13c5a2e39dd47f9a8650f39295b8e
6.13618,34.83378,MODIS,71.27,5dae208abf63c1eaee95dfc5a7f9a502
6.41895,31.41922,MODIS,84.14,184e4a183e1a0931663f4ceb4d1516c1
6.35144,30.74236,MODIS,73.4,e34d80b7dd470f64e78c04a4d075877d
6.34115,30.74097,MODIS,109.2,b0545c1550b4fdaf3bab3d90bd962aa2
6.31889,30.75016,MODIS,57.66,c7124316bfa98f7892f59f6a27df009f
6.31659,29.687,MODIS,58.85,90f33992fed7283f0481e6d143a46d1b
6.79887,25.68194,MODIS,65.22,7660cd80dd6db13db8f12044e20b5041
6.68476,26.4584,MODIS,62.18,c65236e479890cc7fc473284ccc8b6a7
6.80267,25.67645,MODIS,68.02,49c183201190dfa6a6e78b8aeb98435f
6.6828,26.45239,MODIS,73.73,c47ba6d1623f53fd3d6beaec25ea014c
6.40629,27.09859,MODIS,153.87,34d0c27dfe45b59c8f9a05421b324b96
6.40338,27.12126,MODIS,115.24,83f6df1758f12892f1f5142724598e88
6.39254,27.09698,MODIS,111.43,5299beafda7abaf4a24d3ab4c77e60a5
6.38967,27.11952,MODIS,168.23,340b5064eede5f6048c7c36e77b4a768
6.41039,27.11613,MODIS,52.97,95e1e5c1a50dac823d277bfaffa61c4c
6.39971,27.09202,MODIS,52.55,657ed0397c5c6384cc9280d8c0b8e2d4
6.39664,27.11461,MODIS,208.94,d3eae7808f330f1c5f102c870e3277d5
5.86399,29.31296,MODIS,79.11,010f57b1230a6a2d5f9073b7756683d2
5.74771,30.15933,MODIS,86.95,8a66cdd1dd6abf3708d4fab7e52560a4
5.85261,29.31146,MODIS,100.79,1d5690419d9c5c881ffc4d0ac82690dd
5.79026,29.09566,MODIS,59.79,bb5540f7845f8460019e5258fd0b6331
5.87032,28.10191,MODIS,98.61,4a6a478f7fc03681fc58916db10c3bbf
5.84525,28.09847,MODIS,50.76,db6a56843355239c289b9f6281c11f9b
4.98684,34.19461,MODIS,62.6,050b6fb78542137949451cb145f5ab84
5.80516,28.11231,MODIS,86.02,b50ba23848838ad742cf9961abed02c7
5.80391,28.10532,MODIS,138.37,3bec5810d966deb3af00e8b735ecaf09
5.04819,33.14585,MODIS,50.13,9ba88e6899295094fa0dcdcd16576fd4
5.48942,29.87747,MODIS,161.48,ecae3bb602973a39ef0b238d0a0daa93
5.4876,29.89083,MODIS,475.78,432c81d989b857adedb8b3017775e678
5.47677,29.88943,MODIS,170.15,1ed571ed69dcab7a089dc9e60bc8e76f
5.48481,29.88437,MODIS,395.76,5f123337f7f5fdc0bef26f76f68cf624
5.4829,29.89769,MODIS,130.12,2358448f4fe7e043108a6c3d7da007ac
5.13242,32.1871,MODIS,52.05,cf6265b5e19b6565b280e7dfb08d820b
5.1231,32.18581,MODIS,120.67,851378e8f7e23a1ee0d9f1b9b189d4cc
5.11519,32.17479,MODIS,53.76,09848509a9408d97bb6a8775b79cc79d
5.11379,32.18451,MODIS,144.13,ccea9f668e5d27d81860a726d3dea435
5.10447,32.18322,MODIS,76.42,4331e515df2ddb2887ca407d0216685d
5.10307,32.19294,MODIS,72.18,09d104a45a454bf8e172043a16287172
5.52806,29.08905,MODIS,65.9,730af9b3bd2c7127be6bd71193323944
5.09515,32.18192,MODIS,313.38,2637edf2bb2afddf4b93a4e450d3d37c
5.09375,32.19164,MODIS,227.71,e1f7655c612578683e04f827148cae31
5.08583,32.18062,MODIS,68.32,2f666a1698ef528460546344b19c9b36
5.07098,32.21815,MODIS,72.95,49160c6642ab3827070275b7a77c209f
5.05892,32.23622,MODIS,152.37,fb781c5288cf00e09b766f292e41f3b2
5.05333,32.22898,MODIS,87.02,f2c7af2138a88045abb8f12d0cd0905c
5.05192,32.23865,MODIS,209.11,438f4c84143c55ae9b9615cb07bcaa23
5.04404,32.22768,MODIS,50.42,8aeee3985d41528f1d187591a87e077e
5.04263,32.23735,MODIS,253.75,4c717331a5f6889638ff73317f2b5b7d
5.42281,29.51884,MODIS,75.93,f06ac2ed508eb96e304b7dfdf421f120
5.03334,32.23606,MODIS,78.34,5b07e452df900f0cce5180c908c542f1
5.38043,29.73972,MODIS,57.61,71eea64345a92a946e46b97abf352188
5.02545,32.2251,MODIS,78.85,d5d6721209ee7503cc9b1734f1e88f22
5.02405,32.23476,MODIS,690.46,9f94e6c959fe0437d970dd1262642b5a
5.02265,32.24442,MODIS,141.18,15b2c8c9e9e4146fe19ee3b21adf5c91
5.02125,32.25407,MODIS,107.58,50174f8d34b9db2e77f762ee863089a0
5.01986,32.2637,MODIS,98.97,15200c113d9d69311d75e698b7812e6a
5.01476,32.23347,MODIS,235.11,84bbf62ea17191022ae15469b3fd026a
5.01336,32.24313,MODIS,346.52,e5a70d75e89888c2b0efadef89186eb6
5.01197,32.25277,MODIS,76.59,21465cd0635977a9d98a7b9db84538f9
5.01058,32.26241,MODIS,207.38,bf0b6106eff3ae278f82648c20324ccf
5.52578,28.5239,MODIS,72.75,541322d3c04f7c07e569391f24ad1e85
5.31853,29.11088,MODIS,90.16,a33671445cdaab00a6bfbeb9fb6ae66d
5.31649,29.12597,MODIS,143.2,dae3f6d253c75e679b7fecfc748a197c
5.31913,29.11932,MODIS,84.87,9a00b2cfa1dbee3f2cc0ae8b3ce57d74
5.30767,29.11787,MODIS,105.36,475a169cc955378512df6d431c38f7a7
4.7434,32.06821,MODIS,95.83,63be27208eab34ebb4be3e02d64ee366
4.42025,32.9673,MODIS,85.77,9de56cdc14a8425dcce8e22aa70b7faf
4.17473,31.74411,MODIS,97.41,7109b2bbfa97ef1a3ee52978904b1852
3.9046,31.94446,MODIS,89.28,ecf2b3cf3b20fee2270eec31ebd84544
3.90322,31.95411,MODIS,61.95,e62073b0274069c82a038d6c8a255dc4
3.89758,31.94735,MODIS,58.09,5c4be89c3dc962e1a26fb25ad6b06e9e
3.38554,31.91271,MODIS,135.92,a6ef7b51a4a3c688549c1cc9ad21fc81
3.75029,29.10565,MODIS,68.9,f6d1c37fd487a9aa227a228a75e63f77
3.31407,32.21283,MODIS,57.87,7e37e86ad8491e16abd50cdf88a547e1
2.91359,32.87908,MODIS,66.55,4e7079d44e512d0703a8c384fc06619d
1.61474,31.55906,MODIS,59.42,40b7474b29d440f1635ad953eac9ccb4
-14.8955,40.49484,MODIS,66.33,9690a5a1df6433054195dd28d6d4c6f7
-19.03303,22.59156,MODIS,95.85,341c8195df737200f7de279eec0b0f04
-19.03494,22.58437,MODIS,102.1,43b474ad638c050e12809db9deba48c1
-19.03835,22.60298,MODIS,93.52,57c29ebdf7fc61ecc1740d1ec88bfb3a
-19.04721,22.58194,MODIS,120.41,bee9c9d9e203f79a197f4aa7bba1c2a7
-19.0506,22.60055,MODIS,175.65,7ad5bb7f9260778f05d48a33127da3ff
13.19635,33.11722,MODIS,210.43,1fbe010d423c64e7c1bc8781faa1fe6b
13.18667,33.11588,MODIS,134.71,d9ec20e2d7f8f84b29122deaf629dec1
13.18518,33.12666,MODIS,79.46,10f58a3ca2b50a6af9b80fce160ff4c3
10.47841,35.1952,MODIS,83.95,23a2b6e3fa7a632397a9d4f1689ce5c0
10.6032,32.31123,MODIS,66.24,ecc45bc65ad224ccbb3de4d3f264975a
9.90069,33.90908,MODIS,56.55,2f8e77970e95ec87d86658e20f485933
9.53775,33.93672,MODIS,65.98,60d7c544cdc9a49f7cc2b7d1f656e352
9.99,30.39033,MODIS,57.49,8d7fbc8bf6c2ffd6b2cfd7d7400d399d
9.56488,31.33006,MODIS,55.2,be96aff7bd6c277b30aba7ede09d52a9
9.55621,31.31639,MODIS,50.97,26f48e65d8368da6a4d08c9f8f2e4c01
9.12352,33.80859,MODIS,64.53,6fae8e5e48e30dc14d6529001a2dfb39
9.50764,27.78337,MODIS,60.69,c69bd337da68c64e77c523ac118ce5ce
9.49398,27.78168,MODIS,536.64,e5f5a7890e1ac08d0e07166761732503
9.50099,27.77551,MODIS,301.72,72c57cc38c2c153d757cb0fd925629cb
9.49807,27.7981,MODIS,96.04,8e8e1b92ccad9f4bbb7c0907ec64b79c
9.48732,27.77385,MODIS,177.88,ffd333283f859413872e144cbe01055f
9.48443,27.79642,MODIS,57.79,ad24d9ad02b051856fe067f7e60e1949
8.74312,32.25974,MODIS,125.89,d64cb377f184b15dc2a34377585f05fb
8.74166,32.27028,MODIS,56.16,58c2b61c9bbb029f6414ff3ee41eb870
8.73347,32.25841,MODIS,144.09,aa67ff426d5811defb1253773262bfd6
8.72957,32.26211,MODIS,106.23,bd23fc7eb00d8a40f5f25b5d1b96828d
8.60208,31.87638,MODIS,66.07,e18df91b17912ad64b0546bf5adcd5e6
8.20614,34.67202,MODIS,225.89,3b86981065f772d8b96651647e9b0719
8.20483,34.68098,MODIS,122.86,3a94abe26f45e9adcaa14b373de42e7e
8.59997,31.88068,MODIS,63.21,0946670f4de5474b044bbabdfb9b2a32
8.19182,34.45292,MODIS,59.27,38ecb64b97934f20da3880d5f1417dcf
8.5128,31.7041,MODIS,245.39,0b3939a205980d6074ef749090550053
8.51122,31.71533,MODIS,58.87,af1300816c57e096a8b49aeb2311dc21
8.41637,32.31746,MODIS,104.05,3789b1c120c42a3515358d6e78384127
8.4068,32.31614,MODIS,176.91,93ca8a0c8d7742ffe7ee1d3d06b7d7fa
8.39722,32.31482,MODIS,136.74,bca523eed736fac7ef34d289a4ec9fb8
8.42613,31.5934,MODIS,61.05,292b779fd750fc4478cd5f4018deec94
-21.27807,55.69505,MODIS,169.46,70911997a1d08ceb9f97f6039e0d8229
30.99619,48.13682,MODIS,58.07,d196c43a19cc2ddd21ce73e03bc47d39
31.02491,47.28995,MODIS,69.2,527ecf20327c70b4c722774d15d5cef5
31.02179,47.27349,MODIS,100.28,a1daa6d3e42ee77056b6bc5830bcc44e
11.90395,19.42498,MODIS,124.49,6b0cdb1a4d3f2d1d6dbaf028e480fd7f
11.89861,19.45463,MODIS,89.65,74a5ad29fdccd69332bca6f4d9e9c83c
11.90721,19.41911,MODIS,59.16,e4b415ea2acff8ef7dea76bd53e0df3e
11.90209,19.4488,MODIS,99.25,f1030bb743f62aec72d9ae689fe0f98d
11.72497,19.73035,MODIS,59.69,c53fb057d2d1243fca9adcd43d90c698
11.02099,19.65108,MODIS,82.12,87b6701e27a52541441e953395b9783e
11.01166,19.64393,MODIS,121.82,d5224ef8b50c3ae4f3d7eecf22da0aff
10.86776,20.46485,MODIS,56.16,f857ad1e40bd0479099d5825ce1df713
11.28203,14.21664,MODIS,52.53,b090c4da38bf5f5273bc8487c99cf6d3
12.23602,2.75185,MODIS,70.59,94c4bbb66bc027b59c67407f1fea4014
11.07163,5.87559,MODIS,70.2,17d566aab440a31f962929a51b64fd44
10.99033,5.79859,MODIS,87.79,e472039bbfe5fde43c217e7ce6f362fc
10.9884,5.81331,MODIS,241.85,b122a205e093e9555db4e001efbd6b1d
8.83509,19.66394,MODIS,75.97,032021b05ff5bad4239ba72091f690b3
8.78192,19.29515,MODIS,105.14,e04f9817d6611e62cd3d94801c07b24f
8.77638,19.32801,MODIS,55.25,578b4b5350eccf06263eb18144b40bea
8.31108,20.02292,MODIS,53.6,2788622953e536b315682bdcb22b8d55
9.74367,10.63244,MODIS,81.54,128b02cc94ab20720c6a814cf830307f
10.36346,5.77529,MODIS,54.58,a5b7aa51f6c936116a50472bfc1e5461
10.35424,5.75938,MODIS,174.45,e05bf6386863787d764df2ab80e07677
10.35233,5.77377,MODIS,57.8,d75f3839c64d737d1b7529415e865b5f
7.37631,20.16931,MODIS,87.44,4842d5d48ceef65b39b5025b6449d844
7.37602,20.16286,MODIS,89.67,8d08aa312d12a41ed42f5f6c0a0aff41
7.51208,16.56186,MODIS,65.91,db854db557d35d211399128f95ed3ea8
7.5125,16.57842,MODIS,59.51,fdee0c5de7dcdcdaacaec4c53b30ed35
7.34129,15.9204,MODIS,67.94,5f5d5a9a16f04388b0d4a2bba0a9a2a4
7.34088,15.91371,MODIS,69.65,5840b2939377e221374835f4116c0e15
8.59399,7.37207,MODIS,62.92,c88a98c37267a7711d3737716270cbb2
8.93972,0.58327,MODIS,56.84,28d9efeaeab591f7eaf9f06ceb75752d
7.98055,7.08821,MODIS,94.13,3f380275da2bff36e3820211ceb684ec
8.88395,-0.19014,MODIS,128,70a15e8a04dca80ca883e7136db8974b
8.88295,-0.19816,MODIS,97.88,e8bd14a173b6ec2ed9d70df61b01ecb6
8.87799,-0.15828,MODIS,72.95,0e61d23ff45ce48d7c9a66029dba0f24
8.39556,-0.32209,MODIS,262.91,fa2d68d0cac5024d40005867e9484626
8.39429,-0.3279,MODIS,230.77,80f1ff5bed311f3576bb9a8dc22fae01
8.3769,-0.33009,MODIS,147.34,119e4066e2f55759e9992cc78b370625
8.2868,0.2734,MODIS,57.15,eedaf9e0a84c056e3a7ea2c783366bfe
8.28175,0.26533,MODIS,68.23,4b4e75e7eaf80e373baeb65d5552438e
5.61889,15.35766,MODIS,61.21,141d0186a1ac790d1132f2c09df33b5f
6.57308,7.9276,MODIS,101.83,f7d2eace3728fc3c1b5923f08a2ecb82
4.9776,15.3475,MODIS,53.69,2c0cafb999ca683666cfd6fcecfa78c8
4.13208,15.64464,MODIS,53.78,73f7ad7121c4dfa9387419f7aa762614
3.96494,15.6273,MODIS,69.78,070303497e96c7d8adacb29239aa9e2f
-1.80331,14.46505,MODIS,54.66,3a17ecbc136d9660713e6ca7ad5b5289
1.73694,32.35038,MODIS,51.45,280fa711e36bb254eca1e4e6e983dc0f
2.12645,31.58292,MODIS,55.53,af1fd03db9b0aa88b095e7eb8b46cfd0
2.16041,31.60683,MODIS,142.69,a49dd2321bee2b08e26219d35b62acbc
2.15876,31.59565,MODIS,111.62,a9e9bfe00aaadab7880a879ce9758531
2.53004,28.99413,MODIS,53.07,7ad9542caaf0f248fed57108500598b6
2.68107,29.77577,MODIS,60.07,ad8565966acb0bed6f33ec58cc404607
2.39879,27.59836,MODIS,50.55,7de6d184ffe1fdaefa22410651dfe632
