latitude,longitude,source,frp,fire_id
-26.0693,114.69411,MODIS,114.87,9121e7aa4f68e603d4c081233a0de795
-26.0708,114.64243,MODIS,122.07,5a7fb5bfba18272ce50699cb406b8102
-26.07231,114.65244,MODIS,67.38,d813619291edf1681bc478872f8e9884
-26.07381,114.66245,MODIS,81.59,52077c904a8f73c87cc9bf1e8be3474c
-26.07532,114.67247,MODIS,72.51,113668eeddc680c3e8b52592c715e5be
-26.07682,114.68248,MODIS,135.58,c8f7dd6a16c0ebeeba820d5740d0a290
-26.07832,114.69249,MODIS,249.48,4b1714fb1c80af297febd25cbd1bc561
-26.07982,114.70249,MODIS,120.2,d94ae67dee5c774f6f616cea7f871bc3
-26.07983,114.64079,MODIS,73.09,e3d9c02122bda36842dede96983e734c
-26.08133,114.65081,MODIS,149.49,8646254af949ea9e756c0d4390714b09
-26.08283,114.66083,MODIS,55.6,dfb9c2516f9e95659894c91e629ce9df
-26.08884,114.70087,MODIS,188.31,a1533b3ceb48398bb863fac6a6496bcd
-26.09033,114.71087,MODIS,94.11,c5b173ca77c859b340b0752d69c702c0
-26.09185,114.65919,MODIS,104.43,c320412ba3804aa10738d4358bbdb359
-26.09336,114.66922,MODIS,118.67,e7391e0af6f3048edcc39f7dc32d949b
-26.09486,114.67923,MODIS,57.53,594cea01bf688f623c1dab6fcd0ece8a
-26.09785,114.69924,MODIS,58.35,debdfbe39b4429340087b1e052d89193
-26.09935,114.70925,MODIS,135.48,9d9d873b91d18b407ee20d4b2b969e11
-26.09937,114.64755,MODIS,55.03,5faefa26a2fbe051a1361a024c1b5c03
-26.10238,114.66759,MODIS,57.96,da58e7b722b4ae36fd68010dfc897be7
-26.10388,114.6776,MODIS,99.52,b7ee49c355179589916cc7c9eeda69ee
-26.10537,114.68761,MODIS,65.27,59a183bc06d4d0c62da53a29cf36bca3
-26.10687,114.69762,MODIS,100.75,ce6412090e718e062529a741f6403d74
-26.10837,114.70763,MODIS,154.57,001661cb27a3475b41fb8f697c237b13
-26.10839,114.64592,MODIS,311.48,463ed44e1a15654a3e07ee9a095915dd
-26.1099,114.65594,MODIS,97.95,50641b7873dd1d84e8ab32ca98ca9efe
-26.11439,114.68598,MODIS,96.93,aeba1e949dba6a853ee5ac27297fc2d9
-26.11589,114.69599,MODIS,155.61,4a42714df09c31ac1a44ca35c0152e11
-26.11892,114.6543,MODIS,57.25,216f370e2831a14ea9996a0036cb8ddd
-18.64854,-63.31696,MODIS,54.86,c983008898bdf98218a4146830487a15
-25.05203,145.74608,MODIS,645.83,79e0661a0eaa2a1dbc89ec647d6b0c06
-25.05602,145.76421,MODIS,157.36,66bd0666f56b5af2733a5cb2dcafbf1c
-25.05842,145.73996,MODIS,279.58,a94f41a51674f7a591361a736efc1aa6
-25.04473,145.73853,MODIS,196.16,57e102d2f76048d7649059cb717e4ccf
-22.28384,149.26749,MODIS,90.97,d9370ee7f026d1f1994cfc3abb7a92e8
-22.27366,149.26601,MODIS,125.52,f90bf547b6dfe0b5798c99437555f109
-22.26348,149.26454,MODIS,60.56,80ea4082c1179f1fe934e850b4874676
-22.529419999999998,146.65494,MODIS,112.98,54cd844d2d69df35394d95acf5ce72d3
-21.94563,147.43594,MODIS,118.12,9dbfe7498b9da9c25e795a302da9add3
-21.94752,147.41963,MODIS,99.67,0fc3e479771a3c4b17575434dfc730b4
-20.47623,145.46953,MODIS,58.61,f699a4abefdbd1c834cd5391d21ef6bc
-20.46536,145.44658,MODIS,107.08,70ec0a028109e717396db52cf6ae1e70
-20.46618,145.46341,MODIS,74.94,4243e0da13fc0307cb0f14697a9f1a9c
-20.46855,145.44203,MODIS,58.61,2d43dbe2f2d7fc41c99b4e48d87674b0
-20.24176,145.49257,MODIS,98.45,f6d62f827201f82c58e02209d948367c
-19.87637,143.16681,MODIS,76.41,58ca87245ecd3ca2d323624809e7ba2a
-19.83985,143.22578,MODIS,189.76,5376887a0a9cdb277d97e22061ccd06b
-19.86133,143.1895,MODIS,96.12,ceb0c40d055d8af526a60132b81ce02a
-19.84289,143.21896,MODIS,185.45,cf11d3343f595cf8ba6c6bfd5e523163
-19.82452,143.24828,MODIS,317.22,298c13b42fdc31b5d7426d48d7a52a5c
-19.8275,143.21754,MODIS,89.66,d25543cb4d4638e5b8ff477e3e05cde6
-19.04885,143.33153,MODIS,67.22,3e4ed168ecfae0aabb4c4553e0df67f7
-19.05167,143.30226,MODIS,62.87,fc959e3194cc706f2447f422eb9e19fd
-18.564330000000002,145.41162,MODIS,84.39,83bc51b9a6487ce096b6189b97d8de38
-18.5619,145.42488,MODIS,63.21,153d48c914193a8ae71b61046a9244a1
-18.43694,142.68863,MODIS,114.66,58bb79b1dd5765b72c6796f0f0737a02
-17.93388,145.47308,MODIS,99.99,75a41e1331c2fe40a8e0bd9a6521a48b
-2.00907,-78.35825,MODIS,204,bdf3b54665aea68238963eb22f10e98f
-2.00005,-78.33622,MODIS,220.9,7561d7b33f27efebb018f9e03e9715d9
-2.0046,-78.36824,MODIS,191.47,e53658bd2d73ad0907a5de5ee13b95a2
-1.98738,-78.34704,MODIS,199.04,528df9e6125ecfc7db91f0041d0a21ae
-1.99141,-78.37563,MODIS,55.34,1a9880b15d0103635af6289802c873ee
1.53934,-74.26601,MODIS,79.97,7e881a6e134476e374d9bccb0c5b0066
2.43016,-74.12921,MODIS,50.79,0777fa1df3918526d0fb1c3129b1dd2b
4.68141,-71.18863,MODIS,70.8,4ba0495b47ebd057818e9ad87aa0d852
9.61709,-63.71634,MODIS,121.83,9c7befa40fa63141bc19bd30d16e37bb
9.6392,-63.57389,MODIS,57.73,a1cd97e60b96a017547373193858e9cb
9.62202,-63.72244,MODIS,134.36,ca6a8665fc9ddf6db4dd47c69ff6c23d
9.65169,-63.61349,MODIS,117.3,742e3c5694d2dc7f6a784693b691b905
9.65601,-63.62097,MODIS,157.99,cc02fe6ae01793186878d162af2489ca
10.06151,-64.87599,MODIS,55.58,0dfb2731cb7cbca8d6dc929e96cfca8d
10.05786,-64.88241,MODIS,66.01,6f5a1587d50afd27bb4030ecb30c12f5
10.08938,-72.63836,MODIS,51.21,e43d6b24b3921fdcffa5aee3f5b6f579
10.08808,-72.64761,MODIS,84.59,7fce0f7dc8d0312007d5a5c542351a20
26.72373,95.518,MODIS,284.34,80fb6ba8dfd79593b0cc919d4f4ae6de
26.72215,95.51304,MODIS,286.94,93ae8195d524bb7d4822818788a2f30c
26.71991,95.53515,MODIS,75.4,1218c468776b39e9181068f13f03ec5a
26.71177,95.49018,MODIS,118.93,1f4f1597663f02a2579f193878c3d8c4
26.70988,95.5091,MODIS,174.1,a84a4a3d0d7ed7223556450899043f3c
26.67815,95.57345,MODIS,155.6,85ad01f9c9fb323e6281791872a3f144
26.67632,95.59196,MODIS,124.79,75c5ad8f43e1ce2a9ba887e3454acb03
26.63532,95.0816,MODIS,75.85,41a3a830d75f01f5b956e0346766efa0
13.88634,101.44512,MODIS,88.26,24be93ea573f866096c506cdac4a03a3
12.72751,105.53558,MODIS,62.52,282b147d3af9844f4321255c3df161a8
11.72098,103.44864,MODIS,57.81,cfcfdada186030f5d14d9b85c821dccf
-11.93862,-54.01721,MODIS,96.08,007173fffecb353cd82fc189473f5986
-11.93482,-54.02162,MODIS,67.84,374d2046b92cf60508ef4715044afaf2
-27.70487,-57.53973,MODIS,146.46,d68bf030bd77115e3354654fb8588950
-27.70661,-57.54549,MODIS,74.33,28a84e413cc0df2eba275968707caa1c
31.84957,-101.79957,MODIS,68.68,23c497a97f5afc6ebe24967590b5a19a
-22.91742,133.86273,MODIS,135.5,fe4059982d1dc17a90afe762559d6614
-22.92051,133.8457,MODIS,126.08,4bb3a10ee51d1699530484e7b0790302
-22.92358,133.82875,MODIS,81.53,fe2ab18df0ae00bbd7889614ab755b68
-22.90266,133.87733,MODIS,164.47,9f29ea9f4c6ef4a0b331d073d1105db5
-22.90578,133.86026,MODIS,52.2,423f5ef700d6d1091b2c05a741aa24a2
-22.891,133.87488,MODIS,85.24,29027f9dcc8d55abd86827e3a3c11ef2
-22.87618,133.88953,MODIS,95.61,9576f8ea28b347158da364613de0537e
-22.87934,133.87241,MODIS,118.63,627a64308779841dc64dada153f90b71
-22.8645,133.88705,MODIS,61.3,30841de0c17c7f78a1be14add80ee9d9
-22.86767,133.86993,MODIS,196.14,4c3c9ff6d742439c7048d579e26392ff
-22.88237,133.88535,MODIS,77.12,4045b07089b7edb811d5c45e4d83e2d4
-22.8707,133.88287,MODIS,142.57,aa3753b5abed92895561d0fb0c0bb89a
-22.87374,133.86572,MODIS,78.43,b0c57958b979ddf538d42676bd6caf36
-22.85902,133.88039,MODIS,219.32,9643d705a39ffc6d0bd7f143ccb599b5
-22.86208,133.86325,MODIS,122.37,c0048fa1be002b7d629783db5ad00e5c
-21.35728,126.0351,MODIS,86.24,a597eaefe8b92247cb40f0574b243a41
-21.34795,126.03367,MODIS,149.09,d5883c2079a14d7b19509dcfdd3cc784
-21.34932,126.02329,MODIS,84.69,47256b09ecb93a5a92925c4e8b1779ed
-21.30079,125.98913,MODIS,247.95,c8c7cd891d633edca0cefc35dfe94ece
-21.30217,125.97873,MODIS,253.86,34d77177ba3f936d1d08620604038937
-21.59905,120.05297,MODIS,178.11,73df229661f94bd10292b4187c2ba29a
-21.60151,120.02763,MODIS,485.72,cd5996a2f31bfb149299b1c9688e3033
-21.60398,120.0023,MODIS,123.68,00cf91f2834a9c2a542fcdbf246945da
-21.58257,120.07692,MODIS,151.23,863c7136a562575db0a730f0dc208944
-21.58504,120.05131,MODIS,729.2,4d1d044338e43d8431b5f3e10a85ef3b
-21.571,120.04989,MODIS,77.31,7f473268e1c58de736f81b8c99dec068
-21.59122,120.07076,MODIS,178.14,8442908be4cc0173f1d4dcc97c7b8ef2
-21.59387,120.04525,MODIS,363.02,2d2056fdd9344bd43b04336c7ca5abcd
-21.59649,120.02004,MODIS,161.13,44907fb417effd8c2f54f79369315031
-21.57724,120.06906,MODIS,253.26,7f0db06d90fc2fd9c9026ade83794691
-21.57985,120.04372,MODIS,179.76,46091245f6c54fe614520c7cb73e52cb
-21.55437,120.01518,MODIS,93.95,2741304f74d392aa8048da7a266751a1
-21.12133,121.54628,MODIS,50.5,23ac0b10d6497570c5cce6e772e7e525
-18.15468,137.85759,MODIS,252.69,1d69a7843e7d8aa28442ea71db09ce12
-20.34003,124.69426,MODIS,143.5,6273d621f936aa9721c4298e801243d1
-18.15228,137.8493,MODIS,244.04,523fe36b29124b5452f189f4d6ac9959
-20.57783,119.24933,MODIS,485.31,8ae67510a2680b19f109ebf3e2a03190
-20.58048,119.22138,MODIS,208.79,0d4ab9423bbca6516a61c0104f278038
-20.56054,119.27548,MODIS,58.14,a2405b26588c3aee313b0f3a672c7dcf
-20.56315,119.24768,MODIS,704.22,d1bd1d7562a9e15a8b61ca24305c1995
-20.54589,119.27383,MODIS,67.63,ef26062d5fa949a6eaccea3ca12fdd98
-20.54847,119.24603,MODIS,535.63,6666c44dc09d89c89992cfb124f92ba8
-20.57673,119.24194,MODIS,671.55,8935b0a34101336aa81117d59d8e9e44
-20.55924,119.2681,MODIS,218.02,6f3abe63de72bbae615615d1b0ca7838
-20.56205,119.24031,MODIS,589.96,0a192a5c2854002d6600d4cdbd5e6007
-20.54459,119.26648,MODIS,243.71,85f30b6cb46d641b565f3e2a60c5ea00
-20.54736,119.23869,MODIS,437.59,cd178c1b39c13404f9757111de6d7625
-20.52994,119.26486,MODIS,128.46,33bb571399e0a2172cc6647748981fb5
-20.53268,119.23707,MODIS,198.46,9ddacc76396641dccfe77816ac62ec43
-20.49128,119.20425,MODIS,60.1,ea35406970612ce548cc36437e7f0d79
-17.55817,128.32036,MODIS,117.25,c6407f8fd4fd6ac92a38587e92418122
14.00237,-91.17017,MODIS,65.3,2081d6803dc5fda72ad0ca92981ce40c
16.72943,76.36502,MODIS,70.26,a2afa9fcc6eba3124a6c9511284bb40a
11.74453,-70.19302,MODIS,92.02,b3be9182fe598bfffd019edaa33c6f35
9.65293,-63.62625,MODIS,146.04,f00dfba2443873bc12588b0f6b15142d
9.651,-63.61419,MODIS,63.48,5b889353112362dce7f2682f43eb698d
9.23652,-64.2978,MODIS,60.85,295551c60c6fdef9657f69595e01930b
1.5433,-74.26434,MODIS,62.22,640053927e2754d6ae5d53f99d326073
-1.98553,-78.33094,MODIS,58.49,276c3865e8b0a749cc56abba069a10a2
-1.97876,-78.34174,MODIS,52.53,ebf4d6081e3a88af41025eaef6e48681
-1.98995,-78.37195,MODIS,140.64,e55a5d94fef49b5c391e759e07612654
-1.99613,-78.33189,MODIS,215.64,56d0febfff94e97ccc261e024f98c316
39.92975,123.92245,MODIS,52.11,534b366ef65b6a0e250ba123029fb9b3
-30.1379,115.31942,MODIS,195.85,0dc3f485ca51db735e379e05613ad0b3
-30.12297,115.31445,MODIS,139.73,5b4153223da6017167c04e097e580979
-30.11914,115.33987,MODIS,131.77,23e97cc5837016350b3718f6f09bf90f
-30.12629,115.30779,MODIS,183,dcde3926121fdf590e88d8b9832d9821
-26.12772,114.67381,MODIS,93.08,c6894b72386c761bf8f55718f9beeae4
-26.13563,114.63812,MODIS,68,e7e14d9f4ad28d13fb14de8b01403bf8
-26.11185,114.6694,MODIS,461.67,3d0d930516bfcab0f50feb2c14e2d613
-26.1198,114.63376,MODIS,356.82,9ca22c49f0f45033897cf94bc62cfc5f
-26.10397,114.6294,MODIS,220.51,34af6912c9d09f1d775750243c81acd8
-26.07201,114.69655,MODIS,153.27,8d8ec64c134b0e11b5afc497e9685c08
-26.08813,114.62508,MODIS,52.93,6181bdcebd5eb02ba6d787660ed8126c
-26.12188,114.6675,MODIS,225.28,6503fc75762b39e2338a6e3c83e8abba
-26.12959,114.63174,MODIS,98.74,e71275133a3d5beb19df230580d89d21
-26.10602,114.66304,MODIS,467.45,089ebce880419dbd18b3f03b45b7dd0b
12.82052,105.66866,MODIS,91.13,e4f385ac3937eb33178050e5cf8c8879
12.82564,105.66003,MODIS,52.84,15e69260095808ec7f5770146de53624
13.21609,105.01019,MODIS,108.05,0333d27868a878393f0b85b5c94fa7db
13.85034,106.00657,MODIS,69.75,fb0d0ef32cd2825f517d9856bb5e65df
17.65441,101.18967,MODIS,52.76,d2a122c42a320002cc949205c96109b1
17.65182,101.16685,MODIS,65.48,bd71e82f2c17231b9e2e786cadcd7479
18.00535,98.27259,MODIS,54.48,510f4a1af9ef30c716067ddbb8607b8d
18.00385,98.26045,MODIS,50.58,274cbfa3fb11634786d87432f7390042
18.42543,101.45856,MODIS,83.59,fc6429772abfaa6a4db837ce18b7d16d
18.42272,101.47645,MODIS,64.82,0f005383718cdd28a2862fb91006288b
18.42042,101.45409,MODIS,54.99,2d0d3f3c384de177a34a78b6aa732dee
19.44878,102.1016,MODIS,52.69,b864f37b823f692c8972921080ca2e11
19.46611,101.02951,MODIS,67.36,62b1594647e84310f93abd8b1c13d912
20.03946,97.03389,MODIS,57.31,794c64907a4a6a04a605b5a4b0a79134
20.03806,97.0227,MODIS,74.47,5ebe1a12f1fe247083c2bbf3253d9948
21.06259,103.1964,MODIS,150.99,cfd483bd26e190326c3de91e1e1da156
21.05823,103.18893,MODIS,123.53,cd9d370a81a3cee0b6d5ac2112c58e39
25.9661,94.37818,MODIS,113.94,516ea0d986f2600db40acbb28aa2a94f
26.6694,95.58546,MODIS,85.41,d7805b420fb3d23f0151c415bd1adc07
26.63428,95.06543,MODIS,93.47,c758ce65e65a10e6f0e6ef0034a11ec2
26.62103,94.85383,MODIS,51.18,d3b588e6739f26c2729c088171cf80f1
26.72285,95.52462,MODIS,168.34,d84a1d204f387209c7bd2d668aea62c5
27.90956,101.66643,MODIS,93.42,7553a68fb767e04f180e340bc3469c4f
31.02971,47.27523,MODIS,53.59,b1ff3ec3617843270ec3f24857e1236c
31.02778,47.29544,MODIS,54.1,ab79652852b5ee0d4aef12295b772e15
28.36542,49.62517,MODIS,71.08,8ed1502eb581a9efcc601f42b2bb5785
27.99643,101.04717,MODIS,169.69,9ae12924e348c6fbd12d97bdefcc9604
12.407,35.60226,MODIS,52.77,dce43e30a8fbf5bf9d73993b49f82ab2
11.53972,29.49104,MODIS,130.95,5e814e1d0f2257b7dcf73fdce6b7d6b5
9.04071,34.507,MODIS,107.38,fc46c4ab6005a50d57eb302c7bbaf5c8
9.58632,31.17982,MODIS,72.25,0cde0d7070efce2b2e0c94fe729e292d
9.1133,33.89996,MODIS,113.21,11e6b7a7eed397eebc06000200bbef4c
9.79015,29.89155,MODIS,83.64,d02734e50617cc37b147087d83a9c7ca
9.78725,29.90892,MODIS,272.82,73fabb6db2c571f083765cd4b7fb51f7
9.77514,29.90693,MODIS,125.05,daba606ec53ffb33c06ad6af472c8e5f
9.0404,34.5014,MODIS,114.47,de8b1ac9e3945f0302800dfc153cf64e
9.78358,29.90177,MODIS,383.66,f89d75c3f22bf724945ac535ec964ac6
9.7808,29.91923,MODIS,65.27,59ff3e8356f6b2a8ef3f6bfdb82193bd
9.57886,31.17195,MODIS,142.72,63fb7f09e96a4bbfd366db8b5a6df1b6
11.08843,19.55618,MODIS,93.31,dd8665aa65125a7492e90f14df9b1f42
11.07705,19.5547,MODIS,98.59,7ca7613841ea77f5a06f8c9251cf372e
10.58116,20.45508,MODIS,63.51,f831927d3df1bccc8b7b176785cdf229
10.05475,23.64711,MODIS,52.63,d8d2ed616b8d225f636444f18e134e61
10.50007,20.29295,MODIS,67.42,6dee5119157f4b5d8b0e1063bda3b374
8.36627,32.22913,MODIS,138.95,9457245a7940e00be6c60a9c0bc45434
8.36773,32.22386,MODIS,95.69,f3da66a446b39cfbe4557e1bc8be8e0c
8.36307,32.25188,MODIS,64.89,08d5a0b5baee909074252dea104963bf
8.3528,32.22134,MODIS,259.49,9e2da92fa3c72ea208d731ac70e9fe80
8.34811,32.24934,MODIS,82.78,f586fbd3b5e6550dac156a32b7637434
10.33442,17.90994,MODIS,146.02,c11c4497ff9a482c2fbc154c627d8a21
9.9874,20.54342,MODIS,122.6,345272f2b8890f851853b1816cf56e4b
9.98576,20.55583,MODIS,88.42,1635a9b57ea23f571052453b292db319
9.98977,20.55017,MODIS,53.82,df78a00a13dd7451b4f7d1ffa234b0f4
10.33499,17.90395,MODIS,112.83,83d0748bd439a0e9fb45144708c421dc
10.3325,17.92308,MODIS,51.3,33d1aa21dabfa515b71de58c4cd98d30
9.97938,20.54879,MODIS,65.57,f3c5a2d4dbfcc62ba578028cf05d201f
8.0829,32.64354,MODIS,79.89,59134622c8e1aea1d0ff5c9063f083a5
8.04205,32.82093,MODIS,148.23,e979ff95e9aa3880f4139d979840f444
8.04642,32.59913,MODIS,90.86,8874fcde2da0b651e85e14ba00f3d86d
9.65387,21.42223,MODIS,52.28,0e57839f1a5c7d133af0357cc47d5377
9.64562,21.41003,MODIS,72.78,98befc78ab7e3177d6524e70a7f84658
9.64411,21.42089,MODIS,65.3,3d502c29b24b30d08d703e1f5bcd78b3
8.47813,29.05466,MODIS,53.19,2e7849eb50bbb41fd3b65bf9e376cf46
8.75857,26.82548,MODIS,59.58,d3a7e35bdc0123e75cf0c88e50df91cd
8.75043,26.81295,MODIS,57.02,1f07ff64fe356dd381b39eece0200522
8.74873,26.82396,MODIS,64.58,5870d5f8b2be4f36e2be37ea36fd8a33
7.94849,31.62863,MODIS,65.7,e292ddf4102c5dc44777c610de939056
7.94642,31.623169999999998,MODIS,104.94,6ef4cb339cb16075d3c008cc9aace36d
7.51269,32.7673,MODIS,302.26,8ef2d1dd6db374ae8d1864b594ddada0
7.5073,32.79929,MODIS,126.65,68872f411c5bfb55300765d495f74b72
7.49689,32.76464,MODIS,257.25,ba3462bc07108d13fb0c2d6f205a2ebf
7.49146,32.79663,MODIS,117.56,a2038f59d4a6c9fb35e7b426f26c8343
7.50369,32.7589,MODIS,270.49,e6549cdf9f305860486946f3c16e1857
7.49851,32.79092,MODIS,154.66,23518b02261ee3d5d6c35418bce12055
7.48268,32.78822,MODIS,117.57,99a5ce8ec80551812a9e66c4dd730bf0
7.4721,32.75352,MODIS,61.59,a42130d4a62baf689b8590eb06483dc6
7.46684,32.78553,MODIS,82.24,fef16b704c150eb4942faa28ab60b0ca
9.02152,20.45672,MODIS,76.6,7c829ee6b6e5f8cecc3660803ad9d61b
9.01121,20.45534,MODIS,96.37,b9811e7c411c4f52f9fe7a4d3c151419
8.97872,20.40699,MODIS,361.51,fca4dc35c1eec7b3755892c27b22dc1c
8.97702,20.41923,MODIS,470.47,561f3c3d0e093cf8e31a768e0fc6a222
8.96838,20.40563,MODIS,104.29,051685d5afa07affc6376c34aff5c829
8.96668,20.4179,MODIS,516.55,4792d036ab90c047aeb2a6cd7f76991f
8.88848,20.53097,MODIS,119.56,15cb7dac47c1cb2cfd46bf7e1da85689
8.88689,20.54285,MODIS,57.25,f017e61a81895fde533987b64fda6dd9
8.8896,20.53714,MODIS,99.47,0c990cc67179ac5775da3cb9b5fa9e08
7.54583,29.28137,MODIS,57.08,1cacaa38958209dbd4a5e5a2b272ff80
8.87496,19.58526,MODIS,95.59,343db57b7628233f3caf87551561183c
7.31932,30.04409,MODIS,384.12,9fcec6ce14a83025d9d5a6120c8aecb8
7.31614,30.06378,MODIS,82.7,b035cf8f637f098d37b26903d00fc21c
6.88081,32.71739,MODIS,90.66,1473adca391e3cdbac137b3d4c7f2993
7.30649,30.04203,MODIS,106.44,3e9d3fc58f3beb8ddf0dd8dd4328c2bf
7.29365,30.03998,MODIS,58.07,649664fa2f75bdd22c40e7af69c9f497
7.33095,29.73248,MODIS,52.64,322eda6b1896fbda0acb0d1bb783cdc7
7.2947,30.0345,MODIS,66.85,3ade19516f6878d4c40f7af059cbd750
6.73456,33.24879,MODIS,60.56,d684e975a58bee488029339520a71b2e
8.87924,18.95401,MODIS,112.15,6883a82ccd2cbd2b2586cf65bdd06de8
8.87718,18.96945,MODIS,122.44,558436da1acb73e15ba86420ac89d9f2
8.23851,23.08844,MODIS,140.23,e2c04240f53f5c0bece1870dd97b295a
8.22951,23.08716,MODIS,89.96,eab77cc2f2af7e56d039c094df443971
8.05624,24.14553,MODIS,58.11,47594e86aea3745daca9fa57d7cbf548
8.74448,19.19104,MODIS,56.27,528c289a0ec5bacaea01fad817abd1bc
7.30213,29.0019,MODIS,108.53,e9b6f341a3cf8bf92e0db89bbdeff617
7.59267,27.01436,MODIS,60.18,0c04e7a1b9ed1b9818a6f0fe20140376
7.59086,27.02602,MODIS,104.79,3e44cf8c8bfe508557b54be62acb52df
6.70517,32.47996,MODIS,65.31,8064e42dc66e67d3f00d3ef5782cd867
7.58438,27.00112,MODIS,124.79,9d77fcc529eebbb75e19c40bb8263e43
7.58255,27.01277,MODIS,156.36,8f7bebb833f720e8ea0e7c24e6d6e33d
7.57426,26.99958,MODIS,316.89,dedd826f3e9102d669d86365c2876b7f
7.57243,27.01123,MODIS,197.85,cfce5b17bf16ee4b5c0af1952db5df25
7.57613,26.99389,MODIS,61.59,1f7944308ab2bdca3e5f82eceba8c41b
7.57436,27.0056,MODIS,333.44,ce654ada60ef984a296a36bc5c5bf245
6.69533,32.4731,MODIS,58.79,21171ed5344ba7751016691c2b589c2f
6.46648,33.11171,MODIS,120.23,eaf06b69fd0227be87371e9328a0e1eb
6.45585,33.07371,MODIS,165.71,c02ccbd42cf35c803fb08db2afe354c4
6.44996,33.10899,MODIS,239.59,93739853ef169d6b98ee3a3e9ed754d8
7.92005,23.43915,MODIS,63,c38277173c54b8f62f1a144770f2d3dc
6.42796,33.09988,MODIS,112.22,33b2fa17cf968671bcfd3720f51d8f56
6.24243,32.95496,MODIS,109.06,3ccd245c0fed4a0e2d8c3c9def710450
6.23652,32.98975,MODIS,98.83,9672cafa0114f396e2c99d6dfaab2c49
6.23059,32.98311,MODIS,103.95,c6f6bf11151320bf6a89d264d305a16d
6.83309,28.98198,MODIS,57.89,6af4774e5e7750aa9f1c248ecf35c298
8.18887,19.06464,MODIS,68.82,89aa7421e91bf9fc4d53587332792f88
8.18579,18.91182,MODIS,62.6,e3ce24ebe146d62575c5a729d029ab51
8.18381,18.927,MODIS,86.55,c46903b90ea46dd63f6d13e5c1d06b71
7.11534,26.39666,MODIS,119.37,0c5fc80e52dd3a6520c6ee8941567a46
7.11426,26.39063,MODIS,57.36,c1d91ee759ecbe7dd7591e8a58f6f0a6
7.11264,26.40147,MODIS,89.27,3a7be2dc3907916cc789c9194a08e0d6
8.18586,18.92127,MODIS,111.03,f51e55a2dcba70c3606936ef75c0af46
6.61959,28.66449,MODIS,59.26,3a384761902378354207e7e762ffe5ce
6.79522,27.46984,MODIS,79.85,d9265556de5051a64e66708fb011a012
6.42613,28.21043,MODIS,52.03,5773b71354e93a2b3506e414dd320c66
6.41716,28.19391,MODIS,56.39,d1d46e9cf62caa1395fbf608f9a94d28
6.41485,28.20872,MODIS,92.02,ca24ef7ca51672b42e25092fb334b951
6.20759,28.2095,MODIS,77.49,2e7ee28eabace38ecd7065657a7ce69d
6.20524,28.22438,MODIS,122.06,45d6da888495aec6002731fd4a138dce
6.08408,28.98835,MODIS,55.01,444406dfee90c754edcb0da5bafc0103
6.19566,28.21667,MODIS,55.36,6b5772182741a6f61748d853703e9109
6.0798,28.98131,MODIS,57.77,3d8b1415f59f5fae66a56c0958d0bbd1
5.92026,29.68418,MODIS,100.5,6f6b9c70a4d002e685f2c0b41faccab2
5.50739,31.9806,MODIS,171.81,827c5af7b737f7a5992953f518e7bbfc
5.50244,32.01069,MODIS,129.71,ba17cc8938671bd028220eaaa9d68748
5.51172,31.97598,MODIS,57.92,cc6c3c61e2cebe86074184d1c289e499
5.50699,32.00611,MODIS,107.16,7699dd54bb416b33431d2f8fa64e5ead
5.49628,31.97347,MODIS,58.77,10e3536cc93e0354a80364bfac3079cf
5.49151,32.0036,MODIS,100.48,c25bdcf473d05042b13dec49a78833bb
6.06112,28.267,MODIS,82.82,2b123ecb7d93554959f36d3142e0f45d
8.08811,13.32201,MODIS,163.25,c9c329d72334676ecbc291499357c213
8.08317,13.36377,MODIS,487.81,9eb6d57cb9d779159aadb4612d45b086
5.30404,32.45861,MODIS,177.04,9497f2489d38c6da58c3728319044e3f
5.2985,32.49162,MODIS,128.27,9b5224fbbcdb0bffe147b57387aab21d
8.08318,13.35604,MODIS,573.7,3f40fdae65077817e52cd400742c0cb8
5.29669,32.45033,MODIS,171.6,4de1995bf0aa364cea14010125ddfcb4
5.29136,32.48337,MODIS,215.45,2cf386d3163639cba31bdef0d71e6009
5.97503,28.0799,MODIS,54.2,1a238399d87ef738235003770d6e3233
5.9728,28.09427,MODIS,158.28,0a7721a63b4cbe1ca7878778a9089d0f
5.28063,32.44773,MODIS,247.94,fe2dc19d326a9f83801e2250ca56395c
5.3269,32.06382,MODIS,151.88,9c86df98e6f3e927fa13bb6fbd948332
5.32188,32.09459,MODIS,57.68,6cefe97a50c5c1a91f26a6860f298ee0
6.96238,21.25619,MODIS,55.56,62cd0824efdf9eb6577c3d5f554393e3
5.33206,32.05946,MODIS,112.72,80980b74baf7206a30bc16372e5bdf47
5.32727,32.09026,MODIS,85.94,73742ae7526509aced06406778791cdb
5.12542,32.17867,MODIS,61.18,76ae13316e6702a3fb093b371bd141bd
5.39702,30.09432,MODIS,72.17,1988ae0441f75b57a4fe67db40fc777c
5.51246,28.53399,MODIS,202.23,2bf3597028d2e76fef1e31f880e7fd45
5.50993,28.55005,MODIS,246.2,6d05d742dda2a9c13360a930f726bbd1
5.47607,28.61107,MODIS,74.83,af66b3227008562a5a5efc9f502d519b
5.50329,28.54348,MODIS,161.85,39babf7068dbaa0056b0c9bd75d6baf0
4.87968,31.80765,MODIS,51.96,4ec483492c2bc2678186f8d3ba3f0ea7
