lei_alias,ald_alias,score,lei
alleghenyenergysupplyco llc,alleghenyenergysupplyco llc,1,549300EBV5EL31ZY8F77
alliancenygt llc,alliancenygt llc,1,549300FLRK2HXFSVJJ27
atlanticvmdrevererealty llc,atlanticvmdrevererealty llc,1,254900HCCRB6Y98D5A38
agenergy lp,agenergy lp,1,549300XGSGZX8N14DV38
axiumarizonarenewables llc,axiumarizonarenewables llc,1,549300RY6JQ3GREU1U75
altorfer inc,altorfer inc,1,5493003R2M2I2RYU3X06
ashleyenergy llc,ashleyenergy llc,1,549300YRDKHBVK11RN12
airproductschemicals inc,airproductschemicals inc,1,7QEON6Y1RL5XR3R1W237
bjorneborgsteel ab,bjorneborgsteel ab,1,894500R5F9DCCL6M4U63
bocorockwindfarmpty ltd,bocorockwindfarmpty ltd,1,254900YO65RNQ32KG374
botswanapower corp,botswanapower corp,1,254900WMSCP2BQZZ9P06
brookfieldrenewablepower inc,brookfieldrenewablepower inc,1,549300YZR6BDBEJQB513
bluearthrenewables inc,bluearthrenewables inc,1,5493001LCP08VYRMSS63
bornishwind lp,bornishwind lp,1,54930002DNDQ9HNVS809
bracebridgegen ltd,bracebridgegen ltd,1,549300SOVXJ1FQJSMM30
brucepower lp,brucepower lp,1,549300R8DACS3G0K8262
boralex,boralex,1,54930028FJ1J7W7Q9G29
brantgatesolarfarmprtship,brantgatesolarfarmprtship,1,5493000IFMZZ0MS4UV31
boralex inc,boralex inc,1,5493004UT7HNQU2SVR90
bullyrealestate as,bullyrealestate as,1,315700S4VYMKN90C6T72
bmconsulting as,bmconsulting as,1,315700528P0OL30P3Y36
bremerhavenerentsorgungsgesellschaftmbh,bremerhavenerentsorgungsgesellschaftmbh,1,894500ADDFPZ9H6BN739
bpeuropa se,bpeuropa se,1,549300ZPID4GQRDWI318
boehringeringelheimpharmagmbhcokg,boehringeringelheimpharmagmbhcokg,1,5299001JXIQ2V7N0ZD85
basfschwarzheide gmbh,basfschwarzheide gmbh,1,5299003AKLV4OR9EAR83
basf se,basf se,1,529900PM64WH8AF1E917
basellpolyolefine gmbh,basellpolyolefine gmbh,1,549300MOUB4MJ2FP6B06
ballarpurindustries ltd,ballarpurindustries ltd,1,3358004SU97ZD4RPVH82
birlacorp ltd,birlacorp ltd,1,335800FXJEORKO4ZHT12
bangaloreelectricitysupplyco ltd,bangaloreelectricitysupplyco ltd,1,335800JIZUJH3CDZLF85
belectric gmbh,belectric gmbh,1,5299004KJAFG8A43JF41
boiroenergia sa,boiroenergia sa,1,959800G5FH9DM42VGL61
bailliewindfarm ltd,bailliewindfarm ltd,1,5299000O38VEDT7P5U46
benaketilwindenergy ltd,benaketilwindenergy ltd,1,213800YDVPQG3FX49T65
beaufortwind ltd,beaufortwind ltd,1,213800J9M4CEKSQYFZ15
bristolcitycouncil,bristolcitycouncil,1,213800C4M7QS8UMGV568
blackhillscoloradoelectric llc,blackhillscoloradoelectric llc,1,549300DJAHB27GE4M472
bherenewables llc,bherenewables llc,1,549300JTFZLQ1WTTF509
brookfieldrenewabletradingmarketing lp,brookfieldrenewabletradingmarketing lp,1,5493004Z55BVGPEXTB75
baywarewind llc,baywarewind llc,1,5493004MWLJOSUH4MS95
brookfieldwhitepinehydro llc,brookfieldwhitepinehydro llc,1,549300PWT6AGJLL4SE95
basf corp,basf corp,1,549300HKQQ9XYFEUZM13
bclandfillenergy llc,bclandfillenergy llc,1,254900AM26M8CAV7WL55
bayonneenergycenter llc,bayonneenergycenter llc,1,54930011FOZUNGHGHM74
bearswamppowerco llc,bearswamppowerco llc,1,549300SJ0DNMT1B5DY80
beaverdamenergy llc,beaverdamenergy llc,1,549300T8SPSMT3FOB549
berkshirepowerco llc,berkshirepowerco llc,1,549300KFEXKTIV9WS085
biglevelwind llc,biglevelwind llc,1,5493004NP6R4PFTO2Z88
birchwoodpowerprts lp,birchwoodpowerprts lp,1,549300NWFGMLDJV30P05
birdsboropower llc,birdsboropower llc,1,5493004U0WMJ34B88L14
bishophillenergyii llc,bishophillenergyii llc,1,549300VHEKFZ3D7YPR67
bridgeenergy llc,bridgeenergy llc,1,5493005PKQLI8PI2DQ67
blackstonewindfarmii llc,blackstonewindfarmii llc,1,549300T7USP8VVY8GJ12
blackstonewindfarm llc,blackstonewindfarm llc,1,549300RDNEPC8I3GNY98
bluesummitiiwind llc,bluesummitiiwind llc,1,549300TOGI8ETT70DK51
bluesummitiiiwind llc,bluesummitiiiwind llc,1,549300JZBFYOU7D8YK83
blythesolaroneonenull llc,blythesolaroneonenull llc,1,549300MK00Y120330J69
bonanzabioenergy llc,bonanzabioenergy llc,1,549300HH4FP7ZXGYH750
bosdairy llc,bosdairy llc,1,549300Q8U67ZWY3ZD841
bowermanpowerlfg llc,bowermanpowerlfg llc,1,549300DBVHP7K2TMYU36
bridgeportenergy llc,bridgeportenergy llc,1,7Z038VO2U7XB74RQ6020
bridgeportfuelcell llc,bridgeportfuelcell llc,1,549300T2G5BB8H0S4539
bridgewaterpowerco lp,bridgewaterpowerco lp,1,549300A1X92J6UP5X807
bristolmyerssquibb co,bristolmyerssquibb co,1,HLYYNH7UQUORYSJQCN42
broadriverenergy llc,broadriverenergy llc,1,549300C98Q0O4FSKMP16
bucknelluniversity,bucknelluniversity,1,2549006IC5J54OTNF831
buckthornwindproject llc,buckthornwindproject llc,1,5493001CYN2WPT5C7060
bherpowerress inc,bherpowerress inc,1,549300U36RIH1TAIR415
brookfieldsmokymountainhydropower lp,brookfieldsmokymountainhydropower lp,1,549300O6VTGJCT8H7173
blackhillsserviceco llc,blackhillsserviceco llc,1,5493008IV98630EDP878
bigriverselectric corp,bigriverselectric corp,1,COQ1W8HBTZOC1ADPR143
buckeyepower inc,buckeyepower inc,1,549300VR7GQZV6W7OR57
bifiiiholtwood llc,bifiiiholtwood llc,1,549300I779H5IZKK7C21
briarhydroassocs,briarhydroassocs,1,549300C144WGTTK7NM96
bp plc,bp plc,1,213800LH1BZH3DI6G760
callistaprivateequity gmbh,callistaprivateequity gmbh,1,3912008YCZNQMQAB6P16
capex sa,capex sa,1,529900C9G66T1U8FMX69
centralpuerto sa,centralpuerto sa,1,2549005JLIWQ6B7VNR38
capral ltd,capral ltd,1,5299001LIFP42ALG9922
csr,csr,1,969500AGF1EQM56Z4O91
cofco,cofco,1,96950080E1B1AKN9XF98
capstoneinfrastructure corp,capstoneinfrastructure corp,1,549300C5UPRD4YQZVB29
csiglenarm lp,csiglenarm lp,1,5493008LUGS0JUMBCU89
canadianforestproducts ltd,canadianforestproducts ltd,1,549300UZWTSBHM6BJE80
colbun sa,colbun sa,1,5493003VQJLE2QB8IF36
celta,celta,1,9695005TYE3NJAVSXD54
chinashenhuaenergyco ltd,chinashenhuaenergyco ltd,1,529900N9JOX4C108MA40
chinaresspowerhldgssco ltd,chinaresspowerhldgssco ltd,1,529900K60FC0AI053735
chinapowerintldev ltd,chinapowerintldev ltd,1,529900MDOW3M0UV2ST42
citic ltd,citic ltd,1,2549006I3Q3M98KHOT11
cez as,cez as,1,529900S5R9YHJHYKKG94
chiloe as,chiloe as,1,315700H8W2IJ9OR0ML65
currentagmbhcoohg,currentagmbhcoohg,1,529900CUH5CCH8JC3E07
cargilldeutschland gmbh,cargilldeutschland gmbh,1,549300CKSNH5CD6Q0H42
corefuels ltd,corefuels ltd,1,2549005ZVVKYYC73GC52
citrarealestate ltd,citrarealestate ltd,1,3358006UIM535WIH3X81
castledockrellwindgrp ltd,castledockrellwindgrp ltd,1,635400DRV9DMQVE3F863
carpevigo ag,carpevigo ag,1,391200SDCFZWSKNKUH06
chubuelectricpowerco inc,chubuelectricpowerco inc,1,529900A76GOP0PGNHT63
companiadenitrogenodecantarellsade cv,companiadenitrogenodecantarellsade cv,1,549300D4LMSMW91H0U24
contourgloballariojasl,contourgloballariojasl,1,95980020140005936383
cogeneracionmotril sa,cogeneracionmotril sa,1,95980020140005544988
cogeneraciondelnoroestesl,cogeneraciondelnoroestesl,1,959800AQJV1MYDX54068
cardenalbellugasl,cardenalbellugasl,1,9598000N2WZC2B8YP620
castrios sa,castrios sa,1,959800Q1GN4AZ7C6GN44
companiaeolicaaragonesa sa,companiaeolicaaragonesa sa,1,529900AY2R6O2S6AP429
corporacionaccionaeolicasl,corporacionaccionaeolicasl,1,95980020140005671282
chkarnchang pcl,chkarnchang pcl,1,529900OBQHGGAV61M606
carsingtonwindenergy ltd,carsingtonwindenergy ltd,1,549300ZRSQ2DNBJR1727
coop,coop,1,9845008805EE2BBC6181
coolkeeraghesb ltd,coolkeeraghesb ltd,1,635400EQVUU47MOAMD54
cityofholland,cityofholland,1,5493006PATL0IAK3G383
clecopower llc,clecopower llc,1,TM1ZH54SJKLNHFCBFK92
consumersenergy co,consumersenergy co,1,7NKTFWJ1G6MELP9TU740
capitalpower corp,capitalpower corp,1,549300QRKTEXGXYVPO80
consolidatededisonsolutions inc,consolidatededisonsolutions inc,1,549300T3GUN2D4RH9835
cpkelcousinc,cpkelcousinc,1,5493009K0J4C253C7814
crestmarkbank,crestmarkbank,1,549300O3P69SIFR2FF36
ccchastingsrenewableenergy llc,ccchastingsrenewableenergy llc,1,549300ZI69YGOOU6IT13
cfindustriesnitrogen llc,cfindustriesnitrogen llc,1,549300LDRDQLFMUPSY09
citgopetroleum corp,citgopetroleum corp,1,YX52P86PXMLYDOTUQ225
cpvfairview llc,cpvfairview llc,1,549300SLZ4P6TH9PTH93
cpvmaryland llc,cpvmaryland llc,1,54930037XYTJRK6Y3F02
cpvtowantic llc,cpvtowantic llc,1,549300X1U4VCVQO3FC79
cpvvalley llc,cpvvalley llc,1,5493005XCOM1QRGLZH97
cslbehring llc,cslbehring llc,1,529900IF9913E0BG2P87
caithnesslongisland llc,caithnesslongisland llc,1,5493005W7VCAW2VD2D83
calpeakpower llc,calpeakpower llc,1,549300BXSSJANS5PKY08
calhounpowerco llc,calhounpowerco llc,1,549300GM2TY7W59BOT87
cantonmountainwind llc,cantonmountainwind llc,1,549300Y3UIIMZB44R645
cargill inc,cargill inc,1,QXZYQNMR4JZ5RIRN4T31
carletoncollege,carletoncollege,1,549300ICLNNVJWFWTW87
carrollcountyenergy llc,carrollcountyenergy llc,1,549300P5WM1CIGEGUG23
carsoncogen co,carsoncogen co,1,549300KJ2CT2UPZHKY49
carthageenergy llc,carthageenergy llc,1,54930063YKREAU5JRS86
carvilleenergy llc,carvilleenergy llc,1,549300ELXCGC8NGKUE28
cascadesolar llc,cascadesolar llc,1,549300Z3U8XP3DGC6V29
caterpillar inc,caterpillar inc,1,WRJR7GS4GTRECRRTVX92
celaneseacetate llc,celaneseacetate llc,1,5493007CWX2R04HZ2175
centinelasolarenergy llc,centinelasolarenergy llc,1,549300EIVVDGJJ5EQU37
clearwayenergy inc,clearwayenergy inc,1,549300LHAZ9HA9G3XC48
centralmichiganuniversity,centralmichiganuniversity,1,549300ADPRW1MSPHFS73
chambersburgenergy llc,chambersburgenergy llc,1,549300EVIUXK28JZNE22
cherokeecountycogenprts llc,cherokeecountycogenprts llc,1,549300IP4UYD7RO3JB80
cimarronwindenergy llc,cimarronwindenergy llc,1,549300VWLGXFDZQEBA21
clarendonsolarfarm llc,clarendonsolarfarm llc,1,549300YMBNDMRLCXY602
cleanenergyfuturelordstown llc,cleanenergyfuturelordstown llc,1,549300FTJ9XZ6TY36Q84
clearwaterpaper corp,clearwaterpaper corp,1,549300HCVV19GXN4P292
clevelandthermal llc,clevelandthermal llc,1,54930008O4DSJ6661W73
coletocreekpower lp,coletocreekpower lp,1,5493004XWY2M693RYS78
commonwealthchesapeakeco llc,commonwealthchesapeakeco llc,1,549300DBIK50D4K7J810
concordenergy llc,concordenergy llc,1,4APBD4XPQI8DVDCQWN13
conetoeiisolar llc,conetoeiisolar llc,1,549300QDWN3P69BOSA05
conetoesolar llc,conetoesolar llc,1,549300UZ6ODXMRKUYH73
cordovaenergyco llc,cordovaenergyco llc,1,549300ME785HHX2PLU67
coresiterealestatefivefivesmarketstreet llc,coresiterealestatefivefivesmarketstreet llc,1,549300G8MTFSSA6W2B16
cornelluniversity,cornelluniversity,1,549300ZZIJPNT0RZWP17
covantaessex co,covantaessex co,1,5493000YIUVL1HZLTB87
covantatulsarenewableenergy llc,covantatulsarenewableenergy llc,1,54930065Q93CIW10G466
creteenergyventure llc,creteenergyventure llc,1,549300WDDCGX8R7ADP63
crockerwindfarm llc,crockerwindfarm llc,1,549300QYYA9VBJSXLS93
cumingcountyrenewables llc,cumingcountyrenewables llc,1,549300AHX2TXR7LEXU17
citycountyofsanfrancisco,citycountyofsanfrancisco,1,549300RA28ZEFOB6M782
centraliowapowercooperative,centraliowapowercooperative,1,549300WJZZJP3KG8QP10
casewesternreserveuniversity,casewesternreserveuniversity,1,2YXI7YIWYFWZG3QHF204
citrusworld inc,citrusworld inc,1,549300M1X8PRF688I782
cityofvernon,cityofvernon,1,549300RGLMUYL6QZZG27
caithnessshepherdsflat llc,caithnessshepherdsflat llc,1,549300Q0WDFZQKGYCL23
constellationnewenergy inc,constellationnewenergy inc,1,2V7Z6OT8FRQCMLYNFN45
csolarivsouth llc,csolarivsouth llc,1,54930015WW1ZYN25TL50
csolarivwest llc,csolarivwest llc,1,549300X6D2EBEVKK6D79
centralutahwaterconservancydistrict,centralutahwaterconservancydistrict,1,5493001AT8W3NBIEDB45
cpvkeenaniirenewableenergyco llc,cpvkeenaniirenewableenergyco llc,1,549300RDJPZW4XJV6J17
cxalapaloma llc,cxalapaloma llc,1,25490094YHYA6DSMJ243
cascobayenergyco llc,cascobayenergyco llc,1,5493007G4BTKMNBORT26
constellationsolarhorizons llc,constellationsolarhorizons llc,1,549300RE7YFE26V0MI12
cityofnebraskacity,cityofnebraskacity,1,54930082FUK2AKBKR282
consolidatededisonenergy inc,consolidatededisonenergy inc,1,5493004XXGY2FJGW7125
clevelandcliffs inc,clevelandcliffs inc,1,549300TM2WLI2BJMDD86
cityofwilton,cityofwilton,1,549300L8ZVEQCE5C1P63
delta,delta,1,549300GTDMESQI0SI367
devenad,devenad,1,549300HRG4HMLNISSH29
domtar inc,domtar inc,1,FDX8H7EVT2UU4KZST276
dhenergy as,dhenergy as,1,31570010000000057713
dulwichtrade as,dulwichtrade as,1,315700DCL2CL7YLI6W40
danskvindenergiaps,danskvindenergiaps,1,529900IPHU1IRH9YRW21
daimler ag,daimler ag,1,529900R27DL06UVNT076
danpowerenergieservice gmbh,danpowerenergieservice gmbh,1,529900JI73H08YBZ5W04
danpower gmbh,danpower gmbh,1,529900QS1J7WEVXXIZ77
dssmithpaperdeutschland gmbh,dssmithpaperdeutschland gmbh,1,967600BTFYBIYJQVS977
dkrecyclingroheisen gmbh,dkrecyclingroheisen gmbh,1,529900YEC6FRDGLIUC62
dowdeutschlandanlagengesellschaftmbh,dowdeutschlandanlagengesellschaftmbh,1,549300QYGOT6UYJKCJ45
drewsenspezialpapieregmbhcokg,drewsenspezialpapieregmbhcokg,1,529900BBUZO4N70ACW90
drewagstadtwerkedresden gmbh,drewagstadtwerkedresden gmbh,1,529900RRH802ORPO3K40
dowwolffcellulosics gmbh,dowwolffcellulosics gmbh,1,549300N95NTXBTNGWY41
delkeskampverpackungswerke gmbh,delkeskampverpackungswerke gmbh,1,529900N15CDHFP512Y03
dioxipesolarsl,dioxipesolarsl,1,95980020140005667596
desarrolloseolicosrabosera sa,desarrolloseolicosrabosera sa,1,529900YQP86Y2JR6CP42
desarrolloeolicodelebro sa,desarrolloeolicodelebro sa,1,959800S6DLMYA7CXTE86
dewa,dewa,1,549300GK4SQG233HDU60
dalkia,dalkia,1,969500OX4RFDGJMR8W81
darrochpower ltd,darrochpower ltd,1,2138001QAUUQD4GS8252
draxpower ltd,draxpower ltd,1,ZGEN8HJFCYNRVN1XCJ08
dukeenergycarolinas llc,dukeenergycarolinas llc,1,MWIUSDMN17TCR56VW396
drummondco inc,drummondco inc,1,549300W7AU1YP8OZYE48
dukeenergyflorida llc,dukeenergyflorida llc,1,7MOHLM3DKE63RX2ZCN83
dteelectric co,dteelectric co,1,9N0FWODEJVKHC2DYLO03
deepwaterwindblockisland llc,deepwaterwindblockisland llc,1,5493003Q833NHYPPD493
dukeenergyindiana llc,dukeenergyindiana llc,1,6URPHM2EAWGJ2C6ISB97
dominionenergysouthcarolina inc,dominionenergysouthcarolina inc,1,3QRVFYR22IUIEOORTK28
dukeenergykentucky inc,dukeenergykentucky inc,1,8DFCA0P2BKMHOESX4E68
danielfarm llc,danielfarm llc,1,549300CS3Z8F5V12LI40
dartcontainer corp,dartcontainer corp,1,549300MHIE2CSUVQLZ20
decaturenergycenter llc,decaturenergycenter llc,1,549300RJ50DXULY8JP78
desertskywindfarm lp,desertskywindfarm lp,1,549300O268HLR1HYX690
desertviewpower inc,desertviewpower inc,1,54930000PN3W6BD4LI22
dightonpower llc,dightonpower llc,1,549300E156OP2OJ4SQ69
domtarpaperco llc,domtarpaperco llc,1,549300X2S1LVTFB39P94
doswellltdprtship,doswellltdprtship,1,549300AYO1L6ZEQNJZ82
dunkirkpower llc,dunkirkpower llc,1,549300NTPP1OQZJZ3R57
dynegymosslanding llc,dynegymosslanding llc,1,549300T17WXZJ2HD6T74
dominionenergy inc,dominionenergy inc,1,ILUL7B6Z54MRYCF6H308
doyonutilities llc,doyonutilities llc,1,549300O2R0OG8V5I8M96
dynegykendallenergy llc,dynegykendallenergy llc,1,549300GCDK4OO64HWK03
dukeenergyohio inc,dukeenergyohio inc,1,L6KC0HABGHNFU1Z6QY21
drhydro co,drhydro co,1,2549005ZTN0X0LZKFK77
epec,epec,1,969500Q0UAEOFOVKFF97
energieagoberosterreich,energieagoberosterreich,1,529900N8OA1GVSR5R946
esfox ltd,esfox ltd,1,549300O5H5ZV568YRN79
enmaxenergy corp,enmaxenergy corp,1,5493003P7OH76BCOGR08
eastdurhamwind lp,eastdurhamwind lp,1,549300DPN1O1N0UEWI55
enbridge inc,enbridge inc,1,98TPTUM4IVMFCZBCUR27
endesa,endesa,1,549300O1SC78BDUF3J58
ecl,ecl,1,9695000TO1YLWH320U96
epm,epm,1,969500W2B3FYQ1KFU984
emgesasaesp,emgesasaesp,1,2549007VY3IWUVGW7A82
energytwoone as,energytwoone as,1,31570008OY1LUW926887
echeat as,echeat as,1,31570010000000118823
elektrarnyopatovice as,elektrarnyopatovice as,1,31570010000000044036
emelenergy as,emelenergy as,1,315700MFA9H53GVGVW44
erinome as,erinome as,1,315700A0QC0I9IUSQV68
embraservis as,embraservis as,1,315700AIC8I1XOPZFH23
etelasavonenergiaoy,etelasavonenergiaoy,1,743700PJADLD1Y21BT42
electricitedefrance,electricitedefrance,1,549300X3UK4GG3FNMO06
enviatherm gmbh,enviatherm gmbh,1,529900VBCG7SLM25LX82
eswebioenergie gmbh,eswebioenergie gmbh,1,52990029WKK7VCKU8K19
enbwenergiebadenwurttemberg ag,enbwenergiebadenwurttemberg ag,1,529900JSFZ4TS59HKD79
enertragaktiengesellschaft,enertragaktiengesellschaft,1,391200DWZCIRW39F1J31
einsenergieinsachsengmbhcokg,einsenergieinsachsengmbhcokg,1,529900RQ6JKBPSB6EC44
evh gmbh,evh gmbh,1,5299006O0FR50733T526
energiewasserpotsdam gmbh,energiewasserpotsdam gmbh,1,529900S190A33O78HQ19
energieversorgungschweringmbhcoerzeugungkg,energieversorgungschweringmbhcoerzeugungkg,1,529900939VW150LVKU37
energieversorgunggera gmbh,energieversorgunggera gmbh,1,529900M6EH48GVI99Z20
energiedienst ag,energiedienst ag,1,529900FULJ8KC20RIY48
energiediensthldgs ag,energiediensthldgs ag,1,529900B5RUD2Z4UYFD31
emco ltd,emco ltd,1,213800BIMEV8RMI9E234
emc ltd,emc ltd,1,254900BZJ2MFWYK1UO41
electricitysupplyboard,electricitysupplyboard,1,635400UFHDIQCDZ6JK11
edison,edison,1,9695007SO5FATMD5XW46
envalue gmbh,envalue gmbh,1,5299009INYL5MJVTU208
enel spa,enel spa,1,WOCMU6HCI0OJWNPRZS33
eonproduzione spa,eonproduzione spa,1,549300BPB73CV5DPP388
enelgreenpower spa,enelgreenpower spa,1,549300VLR4TEG8VILM36
eoliatecdelistmosapide cv,eoliatecdelistmosapide cv,1,529900S8XNYWE74MDA06
electrabel,electrabel,1,T0YOOBZO4L6YAD6SAV65
engie,engie,1,LAXUQCHT4FH58LRZDY46
eleos,eleos,1,969500SYMHS6D8ETYH36
endesageneracion sa,endesageneracion sa,1,5493000GGZ378WK2X474
ecocarburantesespanoles sa,ecocarburantesespanoles sa,1,549300ULS567CVQS7Z83
energiasnaturaleselnegredosl,energiasnaturaleselnegredosl,1,959800CHK6ZADGV5G707
elparamoparqueeolicosl,elparamoparqueeolicosl,1,959800PWH226N1KB4P59
extresolonesl,extresolonesl,1,95980020140005757806
electrometalurgicadelebrosl,electrometalurgicadelebrosl,1,5493003SYGL4OBMZJY05
energyworksarandasl,energyworksarandasl,1,54930072UQYBEHQOJ329
energyworksvitvallsl,energyworksvitvallsl,1,5493008Z5E4WQLV3QX88
energiasespecialesdelbierzo sa,energiasespecialesdelbierzo sa,1,549300ER481ZU1TP6621
eospaxiiasl,eospaxiiasl,1,529900D4MTS5GOC2BU56
energiasrenovablesdelduerosl,energiasrenovablesdelduerosl,1,95980020140005491056
energiasrenovablesmediterraneas sa,energiasrenovablesmediterraneas sa,1,95980020140005887107
eolicalabrujula sa,eolicalabrujula sa,1,529900Q4SHNS5BLCLO43
eolicaelpedregososl,eolicaelpedregososl,1,959800GHXJ0QNJP0D065
elecnor sa,elecnor sa,1,95980020140005491250
eolicademedinacelisl,eolicademedinacelisl,1,959800JPZG3BCWKN1J91
energiaseolicasdelpinosl,energiaseolicasdelpinosl,1,95980020140006032413
eolicamontesinossl,eolicamontesinossl,1,959800EUVWMC8TUQKN46
eolicadelebro sa,eolicadelebro sa,1,95980020140005874497
explotacioneseolicassierradealcarazsl,explotacioneseolicassierradealcarazsl,1,959800EZA6NMD9NL6978
eolicadelpinosl,eolicadelpinosl,1,959800T87DTL8SH83T37
elecdeymurcia sa,elecdeymurcia sa,1,959800X0B251B1TSPX82
eolicaderubiosl,eolicaderubiosl,1,95980020140005623267
energiaseolicasdecatalunya sa,energiaseolicasdecatalunya sa,1,95980020140005623170
esb,esb,1,969500JSCAADKSXKAD28
eggboroughpower ltd,eggboroughpower ltd,1,213800R6N5S61CWWVU10
energenbiogas ltd,energenbiogas ltd,1,21380088ZPCV74R4J821
ecoenergyworld,ecoenergyworld,1,984500DA9CFDF11B1444
erieboulevardhydropower lp,erieboulevardhydropower lp,1,549300G3R9Y421V15508
entergyarkansas llc,entergyarkansas llc,1,549300A0I5ONUIFMLP35
entergymississippi llc,entergymississippi llc,1,54930043I78H35DVVW89
entergylouisiana llc,entergylouisiana llc,1,0V5453U14HDZO63CGH17
eugenewaterelectricboard,eugenewaterelectricboard,1,549300P1P01XKFQ38R71
evergykansascentral inc,evergykansascentral inc,1,J75GNWGEO73W89ZV3S44
eifchannelviewcogen llc,eifchannelviewcogen llc,1,549300IBZIX0M6W75Q58
elpasoelectric co,elpasoelectric co,1,OZ8GM8L4AHPKSWZMW205
equistarchemicals lp,equistarchemicals lp,1,QY42SF0NISBL47KZH675
enelgreenpowerdiamondvistawindproject llc,enelgreenpowerdiamondvistawindproject llc,1,5493004HXJ3S227EGH33
electrictransmissiontexas llc,electrictransmissiontexas llc,1,HZG0P9PKLA6J1C4MWK89
eaglepointpowergen llc,eaglepointpowergen llc,1,549300OV823O7THU7G55
eastkansasagrienergy llc,eastkansasagrienergy llc,1,894500R1ETWDXF1PJH10
eastmancogen lp,eastmancogen lp,1,54930026A2ESU1MLWH71
eldoradoirrigationdistrict,eldoradoirrigationdistrict,1,54930090GZM9I8KVSN04
elbowcreekwindproject llc,elbowcreekwindproject llc,1,549300NJ39IY5VG7P252
electrawind llc,electrawind llc,1,54930087VQVJDVHNXO92
electronhydro llc,electronhydro llc,1,549300ARZV5M2YVUI436
elginenergycenter llc,elginenergycenter llc,1,549300M1E7S27E6FRK86
elkhillspower llc,elkhillspower llc,1,5493008N0FGUS0D2T624
elwoodenergy llc,elwoodenergy llc,1,5493008JH2Q2O8Y5MU55
empiregeneratingco llc,empiregeneratingco llc,1,ZJ7R6QPB3TTLPEIX5V27
energycenterdover llc,energycenterdover llc,1,549300NFKNWMWL621018
ennispowerco llc,ennispowerco llc,1,549300M0C14HXZKQI498
equuspowerilp,equuspowerilp,1,54930064F7FBHCHT8G94
eriecoke corp,eriecoke corp,1,549300OI31Z5M7CI6K31
euruscombinehillsii llc,euruscombinehillsii llc,1,5493004WY8HWDIG6PN84
exxonmobil corp,exxonmobil corp,1,J3WHBG0MTS7O8ZVMDC91
exxonmobiloil corp,exxonmobiloil corp,1,549300NCY2P2FLJT9D42
edgewatergen llc,edgewatergen llc,1,5493004PLDT1L28SWG83
evergykansassouth inc,evergykansassouth inc,1,COSLT31YNZB2QZPP3422
electricenergy inc,electricenergy inc,1,5493007BHCOEQCCIFE68
efkenilworth llc,efkenilworth llc,1,549300BII1XYGL3AQM09
entergytexas inc,entergytexas inc,1,LWXX58X12AJXISQ28573
elililly co,elililly co,1,FRDRIPF3EKNDJ2CQJL29
efscogenhldgssillc,efscogenhldgssillc,1,549300KDKPYR8NXXKI52
ecogypennsylvaniasystems llc,ecogypennsylvaniasystems llc,1,549300XJTMCIBV5VHZ07
esvolta lp,esvolta lp,1,549300IQFQX7EYV3CO19
entergyneworleans llc,entergyneworleans llc,1,1Q8BAFRNDFTDI3IGJH73
edprenewablesnorthamerica llc,edprenewablesnorthamerica llc,1,YRVEJFXK3OP1ORW1BY18
febrex as,febrex as,1,315700R3D0X7DQY4VJ95
fvenergy as,fvenergy as,1,3157009R2B1QCI61Q530
fmj as,fmj as,1,31570010000000083224
fvepetrovice as,fvepetrovice as,1,315700EPA6ADDVA50832
frosiniaenergo as,frosiniaenergo as,1,315700C56V60TPKDCZ90
fingridoyj,fingridoyj,1,7437006ZZI1F7CUA5518
fortumpowerheatoy,fortumpowerheatoy,1,6354008VHNYEWM9XM160
fortumoyj,fortumoyj,1,635400IUIZZIUJSAMF76
fairenergie gmbh,fairenergie gmbh,1,894500EKL7GFWBPMRZ13
fernwarmeulm gmbh,fernwarmeulm gmbh,1,39120079ETX51VB6SK63
fskarton gmbh,fskarton gmbh,1,5299000W8BMLCUNK9Y50
frostintl ltd,frostintl ltd,1,335800ZKMN1KOQDJJ221
fenixpowerperu sa,fenixpowerperu sa,1,549300VBTI7WLU4G4642
firstnatgaspower corp,firstnatgaspower corp,1,254900YYOD0ZCCUJ6668
forestaldelatlantico sa,forestaldelatlantico sa,1,95980020140005660127
firsthydro co,firsthydro co,1,5493008V893VA224W634
frankasmartson ltd,frankasmartson ltd,1,213800F2M7NKKLYBTZ74
fmctechnologies,fmctechnologies,1,549300ZFU54VIA9YDS24
flimbywindenergy ltd,flimbywindenergy ltd,1,549300J7SPVVEC52MX86
flintshirecountycouncil,flintshirecountycouncil,1,2138003BB7GLH3GU8D88
fenlandwindfarms ltd,fenlandwindfarms ltd,1,529900JFAD0ID9XO6H57
foresightsolarfund ltd,foresightsolarfund ltd,1,213800VO4O83JVSSOX33
fourthreethreepurchasesolarng llc,fourthreethreepurchasesolarng llc,1,549300ENNLTEH6B2G502
foundationcafundviimanager llc,foundationcafundviimanager llc,1,254900C7YWGOVH10WC90
floridapowerlight co,floridapowerlight co,1,A89MY1K3YLIGJMYWVX50
flinthillsresscorpuschristi llc,flinthillsresscorpuschristi llc,1,549300T10FLUILOKBG90
fivecrowns inc,fivecrowns inc,1,549300XCXPONGTBIRT72
fplenergyillinoiswind llc,fplenergyillinoiswind llc,1,FFK432787PLUN0DNF043
fplenergyvansycle llc,fplenergyvansycle llc,1,549300F68JMO8JTN1O64
