lei_alias,ald_alias,score,lei
iniciativaseolicasalperasl,iniciativaseolicasdealperasl,0.9703296703296703,959800RNHZLN4K39LR73
precisiontechnikpvt ltd,precisiontechnikprivate ltd,0.9703703703703703,98450041C1A4FJ4A4C66
sierrapacificindustries,sierrapacificindustries inc,0.9703703703703703,549300WDDKEXOHTWRW72
renewableenergysystems ltd,renewableenergysystemsltdres,0.9708791208791209,213800SJORDG28LULW60
afvacciaieriebeltrame spa,afvaccaieriebeltrame spa,0.9711666666666667,81560021A17F22B84850
atlanticom ltd,atlantic ltd,0.9714285714285714,21380095CFLDBM98CD90
assocdbritishports,assocdbritishportsabp,0.9714285714285714,549300EPRF9O6SNAEA98
buzzingyellowlinessro,buzzingyellowlines,0.9714285714285714,315700H76YNZE6KDF448
bluefieldsolarincomefund ltd,bluefieldsolarincomefund,0.9714285714285714,2138004ATNLYEQKY4B30
birchowner llc,birchpower llc,0.9714285714285714,549300DG11XCCLKX2Q96
cubicosustainableinvests ltd,cubicosustainableinvests,0.9714285714285714,2138008GNB26IXE4QN07
cityofgeneva,cityofgenevail,0.9714285714285714,549300RX20WHCWI24R35
cityofottawa,cityofottawaks,0.9714285714285714,5493007HQAUURLO7D125
cityofoxford,cityofoxfordks,0.9714285714285714,5493005JYPFOTDN7PT95
energyinvestoy,energyinvest,0.9714285714285714,743700LUGG4KHGPT8958
eagletwo llc,eagletwous llc,0.9714285714285714,549300WET830OJEL0K06
fveplusvysokalibensro,fveplusvysokaliben,0.9714285714285714,315700GP5V5ME77BBH64
goodwillpowerplantsro,goodwillpowerplant,0.9714285714285714,315700CU34F4ZE4SYA60
harvestwindproject,harvestwindprojecttic,0.9714285714285714,549300WDYIVCHQZ5U262
mainstreamrenewablepower ltd,mainstreamrenewablepower,0.9714285714285714,635400LGRACISBVUXU44
metropolitanpierexpositionauthority,metropolitanpierexpositionauth,0.9714285714285714,254900I3VDCQ58UGBR15
oulunenergiaoy,oulunenergia,0.9714285714285714,7437007HS29GQ5348I72
quercusrenewablehldgstwo ltd,quercusrenewablehldgstwo,0.9714285714285714,2138006XGNDRXASGME49
riversiderenewableenergy llc,riversiderenewableenergy,0.9714285714285714,549300AGXLEZIM3Q8C44
severnienergeticka as,severnienergeticka,0.9714285714285714,31570010000000012317
solarprojektlibnicsro,solarprojektlibnic,0.9714285714285714,529900R3FH2P58LDM891
solarcapitalou,solarcapital,0.9714285714285714,98450062B5AAD9FB8931
scottishenterprise,scottishenterprisesse,0.9714285714285714,213800QKSAYNRMPC6F68
scottishequityprtsllp,scottishequityprts,0.9714285714285714,2138002JB2DXDT63BK85
westernpowerdistribution plc,westernpowerdistribution,0.9714285714285714,549300HFCD0G1TPU4N09
wswwuppertalerstadtwerke gmbh,wswwuppertalerstadtwerke ag,0.9719029374201787,5299009ND87DUNR2Q640
devonenergyproductionco lp,devonenergyproduction co,0.9721153846153846,S6NW56E1LA54K2BFII70
customizedenergysolutions ltd,customizedenergysolutions,0.9724137931034482,549300U1JIT060ELD018
emeraldpeoplesutilitydistrict,emeraldpeoplesutilitydist,0.9724137931034482,549300BFHY5NQKYM3Q68
reedycreekimprovementdistrict,reedycreekimprovementdist,0.9724137931034482,549300DLSKH6SZ96KV94
rayonieradvancedmaterials inc,rayonieradvancedmaterials,0.9724137931034482,54930053QJ7OUGZG4F72
rutgersthestateuniversity,rutgersthestateuniversityofnj,0.9724137931034482,549300BOYDHNW8J60112
tobermoreconcreteproducts ltd,tobermoreconcreteproducts,0.9724137931034482,5493001WZIZE0GTD2X45
toroenergyofcaliforniaslo llc,toroenergyofcaliforniaslo,0.9724137931034482,549300NE6UTIW7HCPI40
unitednationsdevprogramme,unitednationsdevprogrammeundp,0.9724137931034482,213800HHKG1TKV8LMW56
baintl ltd,buaintl ltd,0.9727272727272728,549300ZIJ8OGY4HJR389
environmentalinvestsro,environmentalinvest,0.9727272727272728,315700KIDP68P7R7MJ61
plzenskateplarenska as,plzenskateplarenska,0.9727272727272728,31570010000000030747
princegeorgescommunity,princegeorgescounty,0.9727272727272728,5493006R3KP9HJOA7613
wisenergokerharticesro,wisenergokerhartice,0.9727272727272728,315700G1Z4A8PUZE8T96
wadhamenergyltdprtship,wadhamenergyltdprts,0.9727272727272728,549300R5XMT82CID4I49
solarstarcaliforniaix llc,solarstarcalifornialxiv llc,0.9731851851851852,549300TBGWMGA95T3A40
solarstarcaliforniavi llc,solarstarcaliforniaxliv llc,0.9731851851851852,5493002NIAD6SY0RSQ31
solarstarcaliforniaix llc,solarstarcalifornialxvi llc,0.9731851851851852,549300TBGWMGA95T3A40
cityofaugusta,cityofaugustaks,0.9733333333333333,549300KQE3J1ELKCEL58
cityoflubbock,cityoflubbocktx,0.9733333333333333,549300I1QTL3QZV4BX74
carrstreetgeneratingstation lp,carrstreetgeneratingsta lp,0.9733333333333333,549300RU3EZVXPJ72802
covantaalexandriaarlington inc,covantaalexandriaarlington,0.9733333333333333,549300HOSNXIHN3BF813
cityofgarland,cityofgarlandtx,0.9733333333333333,549300O5KXJ5HAWVEN53
cityoffremont,cityoffremontne,0.9733333333333333,5493008OQ5FSVT5Z3087
cityofmemphis,cityofmemphismo,0.9733333333333333,254900N4APYJWTAF5J46
cityofredding,cityofreddingca,0.9733333333333333,549300G0VQMKGZ4YHU07
leecountygeneratingstation llc,leecountygeneratingstation,0.9733333333333333,549300FNG6FQGZ569F48
manova ag,mainova ag,0.9733333333333333,50670052Q8Y3EE5I1503
mincowindvllc,mincowindiv llc,0.9733333333333333,549300Y87UCGO44R9Z29
oaksestate,oasestate,0.9733333333333333,967600Y3CV11S4624G38
orbix corp,orix corp,0.9733333333333333,98450079AD651D9ND490
rockiecapital,rockfirecapital,0.9733333333333333,5493007IV5SZW73CXQ97
sandlandrealestatesprivate ltd,sandlandrealestatespvt ltd,0.9733333333333333,254900TK4FVTFHZY3364
silverstatesolarpowersouth llc,silverstatesolarpowernorth llc,0.9733333333333333,549300O8EK8EX5A9GR92
williamgrantsonsdistillers ltd,williamgrantsonsdistillers,0.9733333333333333,213800WNW2G11BSYGB75
fountainalleyowner llc,fountainvalleypower llc,0.9735177865612649,549300M8MGQ30XON1Z38
pauldingwindfarmiv llc,pauldingwindfarmiii llc,0.9735177865612649,549300HWBBZJ0QBVFM96
solarstarcaliforniaxiii llc,solarstarcaliforniaxlii llc,0.9736467236467237,549300DOK025NFBHMF94
difinfrastructureiii bv,difinfrastructureiii,0.9739130434782608,724500D9KW250DLBTO68
meridiansolarniparkisro,meridiansolarniparki,0.9739130434782608,3157002TY0CQ0JCOHK58
ptindahkiatpulppapertbk,ptindahkiatpulppaper,0.9739130434782608,529900F19DXXA9HNCB51
solarassetmanagement nv,solarassetmanagement,0.9739130434782608,54930028N1Q0HOSUKD33
mayville,maysville,0.9740740740740741,549300RVAGNMYDE7LJ31
constellationpowersourcegen llc,constellationpowersourcegen,0.9741935483870968,549300P6W38PQASWJR05
mayorcitycouncilofbaltimore,mayorcitycouncilofbaltimorecity,0.9741935483870968,5493006QYFB72E0IOO54
shandongchenmingpaperhldgss ltd,shandongchenmingpaperhldgss,0.9741935483870968,529900P6JZBO1IUEWF07
tatelyleingredientsamericas llc,tatelyleingredientsamericas inc,0.9741935483870968,54930057BS141F7HRP27
cranfielduniversity,cranfieldunivsersity,0.9742105263157894,213800OTFSO1IWC6LA31
burmeisterwainscandinaviancontractor as,burmeisterwainscandinaviancontractorbwsc,0.9747435897435897,529900OZIMC5M97M4Y15
amesburyronechrastanysro,amesburyronechrastany,0.975,3157003SWUA4UHZ81R04
agriagen,agrigen,0.975,9695004G41J1RKO2JZ83
beskydskafotovoltaikasro,beskydskafotovoltaika,0.975,315700GZD7ZM7JBRJT71
bearkatwindenergy llc,bearkatwindenergyone llc,0.975,254900O4JC497WIC8K40
cityofpasadena,cityofpasadenaca,0.975,5493007ZF3ZMBUWLWB58
cityofbellevue,cityofbellevueia,0.975,549300KRKQE0NF2MSP79
cityoflakeland,cityoflakelandfl,0.975,XRPK4ZALF4437WO3JQ94
cityofportland,cityofportlandmi,0.975,549300PF8KK03NEC6H35
cityofglendale,cityofglendaleca,0.975,5493005GIMHE00RK2Z80
cityofmarshall,cityofmarshallil,0.975,549300AHDNQ8TPFMQ544
cityofmarshall,cityofmarshallmi,0.975,549300AHDNQ8TPFMQ544
cityofmarshall,cityofmarshallmn,0.975,549300AHDNQ8TPFMQ544
cityofmarshall,cityofmarshallmo,0.975,549300AHDNQ8TPFMQ544
cityofrichmond,cityofrichmondin,0.975,549300W4II4OMQI78R19
deacerosapide cv,deacerosade cv,0.975,254900HDZY1OZHLWH682
fotovoltaickeprojektysro,fotovoltaickeprojekty,0.975,315700JX4ZSY1HKYBS51
haminanenergiaoy,haminanenergia,0.975,743700TYZNB9QKF7BM20
iggesundpaperboardworkington ltd,iggesundpaperboardworkington,0.975,529900Q7M3007PJ0OX57
infinius,infinis,0.975,699400YIS0K4CWR0F212
janssenpharmaceutical,janssenpharmaceutical co,0.975,549300PB7J53DZG89587
meridiansolarniparkiisro,meridiansolarniparkii,0.975,3157005DO0EJLA2EEN51
ptenergisengkang,ptenergysengkang,0.975,894500YHC0J8IORPN258
shelldeutschland gmbh,shelldeutschlandoil gmbh,0.975,213800VBMNEKDCASIO50
universitatsklinikumfreiburg,universitatsklinikumfreiburgador,0.975,3912005UB1GCJR1ZHW36
solarstarcaliforniaxiii llc,solarstarcaliforniaxlviii llc,0.9750957854406129,549300DOK025NFBHMF94
solarstarcaliforniaix llc,solarstarcaliforniaxl llc,0.9756666666666667,549300TBGWMGA95T3A40
burmeisterwainscandinaviancontractor as,burmeisterwainscandinaviancontractorasbwsc,0.9758241758241758,529900OZIMC5M97M4Y15
arizonastateuniversity,arizonastateuniversityfdm,0.976,254900BLZ1MCZ5JLK411
brighamyounguniversity,brighamyounguniversitybyu,0.976,254900HLGEQCYE9QV829
consolidatededison inc,consolidatededisondev inc,0.976,54930033SBW53OO8T749
jihoceskaekoenergetikasro,jihoceskaekoenergetika,0.976,315700XLUT8C6NA8TV33
roseburgforestproducts co,roseburgforestproducts,0.976,549300QSH5K5P9LDT627
solarstarcaliforniaix llc,solarstarcaliforniaxli llc,0.9763076923076923,549300TBGWMGA95T3A40
cityofriverside,cityofriversideca,0.9764705882352941,549300FG48YQF1N4C302
cityofhillsboro,cityofhillsborond,0.9764705882352941,549300HWTD2CVLUXRC69
cityofmilfordiowa,cityofmilfordia,0.9764705882352941,549300L89NDTNRU2QO32
cityofroseville,cityofrosevilleca,0.9764705882352941,549300OH100KESVPND17
goodwillpowerstationonesro,goodwillpowerstationone,0.9769230769230769,315700MVFU4ICJBPZK06
imperialvalleysolartwo llc,imperialvalleysolar llc,0.9769230769230769,549300U7H5OLGRH8IX83
jerseycentralpowerlight co,jerseycentralpowerlt co,0.9769230769230769,549300W9UGH9ZPLNPF79
sociedadeolicaloslances sa,sociedadeolicaloslances,0.9769230769230769,5493002HD07GI8IZQZ74
mangalamcement ltd,manglamcement ltd,0.9771241830065359,335800AOA8ALSHZKN243
solarstarcaliforniaix llc,solarstarcaliforniaxxxi llc,0.9771851851851852,549300TBGWMGA95T3A40
clancapital,cleancapital,0.9777777777777776,254900YR1XPNRZCKGP85
inergex inc,innergex inc,0.9777777777777776,5493001AWTXVXWGBQD56
catapulte,catapult,0.9777777777777777,969500R08CUQJIC1KY54
cityofhamiltonohio,cityofhamiltonoh,0.9777777777777777,549300NCXYTNZWHRP508
drss ltd,drssk ltd,0.9777777777777777,213800NW7B3F5WRC3P21
gramercyhldgssillc,gramercyhldgss llc,0.9777777777777777,549300ANECX08N7N4954
northwichpower ltd,northwickpower ltd,0.9777777777777777,213800G9XCOCQ8OG3639
powerpack,powerpac,0.9777777777777777,5493002PZS8YKKZMKX76
pandaliberty llc,pandalibertyom llc,0.9777777777777777,549300GRB4SFEMZB2824
pandapatriot llc,pandapatriotom llc,0.9777777777777777,549300B93KXN86RHX930
wheelabratorenvironmentalsystems inc,wheelabratorenvironmentalsystems,0.9777777777777777,549300E3W854F40TZZ81
solarstarcaliforniaxiii llc,solarstarcalifornialxiii llc,0.978042328042328,549300DOK025NFBHMF94
solarstarcaliforniaxiii llc,solarstarcaliforniaxxxii llc,0.9783068783068783,549300DOK025NFBHMF94
amesburysolarinvestorsonesro,amesburysolarinvestorsone,0.9785714285714285,315700MAZ385XD8R4N02
inlandempireenergycenter llc,inlandempireenergyctr llc,0.9785714285714285,5493002IJ1IUH1FMQ593
eolicacampollano sa,eolicacampollanosau,0.9789473684210526,529900E77B87PMPVLX60
cityoftallahassee,cityoftallahasseefl,0.9789473684210527,549300MPY4HDPK8B1G15
cityofclevelandohio,cityofclevelandoh,0.9789473684210527,549300IQSLQPCVVMKJ96
wildwoodsolarillc,wildwoodsolarii llc,0.9789473684210527,549300LY5F6BMRKV0U72
godawarigreenenergy ltd,godwarigreenenergy ltd,0.9792490118577075,335800U3ZUGT6K6E7Z74
dcenergy llc,dcoenergy llc,0.9794871794871796,27F1FVB44EQ7INBBHK67
geenergy llc,gemenergy llc,0.9794871794871796,549300GU1M5DNJEQ1W35
pcenergy llc,pcsenergy llc,0.9794871794871796,549300LFDXEUGYKY9W90
pixellespecialtysolutions llc,pixellespecialtysolutionsllcoh,0.9797701149425287,5493002S74PA4Q8Y8Z86
pixellespecialtysolutions llc,pixellespecialtysolutionsllcpa,0.9797701149425287,5493002S74PA4Q8Y8Z86
blackrocks,blackrock,0.98,25940092A04Z33MO4S72
cimarronbendwindprojectiii llc,cimarronbendwindprojectillc,0.98,549300U8IUM3H5YKJT36
countyofsantaclara,countyofsantaclaraca,0.98,254900JSVO2QQ5A3DV83
freshairenergyix llc,freshairenergyxllc,0.98,5493000BBM7U5QYJRY09
unitedtechnologieseu,unitedtechnologies,0.98,5493004Y2DCCOWZPI023
weiqiaotextileco ltd,weiqiaotextile ltd,0.98,52990084P600SDPDIU34
ageraenergy llc,aeraenergy llc,0.9800000000000001,5493001EC1BRJMR5LR84
alpiqenergiaespana sa,alpiqenergiaespanasau,0.9809523809523809,5299007CV5NM5MVOR188
murliindustries ltd,murliindustriescn ltd,0.9809523809523809,335800EPRRKKYLPGK157
kublerniethammerpapierfabrikkriebstein gmbh,kublerniethammerpapierfabrikkriebstein ag,0.9811684628474191,9845003DAD113980EF38
energetykacieplnaopolszczyzny sa,energetykacieplnaopolszczyzny,0.98125,259400QRFDVWL14O3E24
magnoux ltd,magnox ltd,0.9818181818181818,549300XHU136I03L3Z23
oliventosl,oliventoslu,0.9818181818181818,95980020140005631706
pauldingwindfarmiv llc,pauldingwindfarmii llc,0.9818181818181818,549300HWBBZJ0QBVFM96
smokyhillswindfarm llc,smokyhillswindfarmillc,0.9818181818181818,549300435ZWWUFVQBV77
tampereensahkolaitosoy,tampereensahkolaitos,0.9818181818181818,7437007DWK3JW0M1K195
waters corp,water corp,0.9818181818181818,5T547R1474YC9HOD8Q74
hadleysolar llc,haleysolar llc,0.9822222222222223,549300NKKPYYN15NEV29
euruscombinehillsii llc,euruscombinehillsillc,0.9826086956521739,5493004WY8HWDIG6PN84
forbesstreetsolarii llc,forbesstreetsolar llc,0.9826086956521739,54930081PGKGGJCKGH17
greenpastureswindillc,greenpastureswindii llc,0.9826086956521739,549300IC6A4T3SMYX893
greenfieldwindowner llc,greenfieldwindpower llc,0.9826086956521739,549300WWJD5781K4LE32
iberenovapromociones sa,iberenovapromocionessau,0.9826086956521739,9598001T2R5JSBUZP185
agriumusinc,agriumus inc,0.9833333333333333,549300JALQXA0YVETC09
colortex spa,colortex sa,0.9833333333333333,815600EBF2E20D756452
huadianpowerintlcorp ltd,huadianpowerintlco ltd,0.9833333333333333,529900207FCOKWBDRE79
headwaterswindfarmii llc,headwaterswindfarm llc,0.9833333333333333,549300CE3MB175T67A23
meadowlakewindfarmiv llc,meadowlakewindfarmvllc,0.9833333333333333,549300POQWH4UIG8Z718
romontagmbh,romonta gmbh,0.9833333333333333,529900WDVR5BJN5QMW27
solarstararizonaii llc,solarstararizonaxiii llc,0.9833333333333333,549300ZWOLHTOA7TCF96
centralriverspowerne llc,centralriverspowernh llc,0.9833333333333334,254900K34TPP8VV9YM87
ecoenergy llc,ecosenergy llc,0.9833333333333334,5493007DM938SXQ4CS98
glaxosmithklineconsumerhealthcare ltd,glaxosmithklineconsumerhealthcare lp,0.9836336336336335,3358003XW1JN1ESFO544
solarstarcaliforniaix llc,solarstarcaliforniaxv llc,0.984,549300TBGWMGA95T3A40
solarstarcaliforniaix llc,solarstarcaliforniaxx llc,0.984,549300TBGWMGA95T3A40
solarstarcaliforniaix llc,solarstarcaliforniaxix llc,0.9843076923076923,549300TBGWMGA95T3A40
energiasrenovablesdelaregiondemurcia sa,energiasrenovablesdelaregiondemurcia,0.9846153846153847,549300YP7R97VYXQNW34
desarrolloseolicosdelugo sa,desarrolloseolicosdelugosau,0.9851851851851852,529900NWIPIWPYJ4TK19
aquilancapital,aquilacapital,0.9857142857142858,969500253SQKE5W5HU54
chevronusainc,chevronusa inc,0.9857142857142858,VA8TZDWPEZYU430RZ444
cityofstjohns,cityofstjohnks,0.9857142857142858,549300Y3XQV29GDHQ470
octopusinvest,octopusinvests,0.9857142857142858,96950074NYHA4M3ASM41
rossinvest as,rossoinvest as,0.9857142857142858,5493004FFT5RDHE71N17
foundationcafundvimanager llc,foundationcafundixmanager llc,0.9862068965517241,254900EEOG16WQJXFE72
gasyelectricidadgeneracion sa,gasyelectricidadgeneracionsau,0.9862068965517241,549300CZ79HKU7MS1H16
iberdrolageneracionnuclear sa,iberdrolageneracionnuclearsau,0.9862068965517241,959800U4RS3X66Y21H08
minnesotamunicipalpoweragency,minnesotamunicipalpoweragny,0.9862068965517241,5493007DGBKI6ICBXO38
northerncaliforniapoweragency,northerncaliforniapoweragny,0.9862068965517241,549300QYTU4PHD2XHS96
solarstarcaliforniaxiii llc,solarstarcaliforniaxxviii llc,0.9862068965517241,549300DOK025NFBHMF94
agrrenewables ltd,agrenewables ltd,0.9862745098039216,21380067RPHMBD1OR126
cedarpointe llc,cedarpoint llc,0.9866666666666667,549300MDI0G84VML9J04
sappifinlandioy,sappifinlandoy,0.9866666666666667,549300RWW1641GFQCE43
iberdrolarenovablesandalucia sa,iberdrolarenovablesandaluciasau,0.9870967741935484,959800AN4NLNBPFJE162
optimaenergy llc,optimenergy llc,0.9874999999999999,549300Q16I22L3T9T597
prudentialinsurancecoofamerica,prudentialinsurancecoofamericanj,0.9874999999999999,X574KRZ6V5A7UBU45C31
sfwenergiaspzoo,sfwenergia spzoo,0.9874999999999999,529900CVZYKD2SU2IM28
bizkaiaenergiasl,bizkaiaenergiaslu,0.9882352941176471,95980020140005795054
depuracionycogeneracionintegral sa,depuracionycogeneracionintegralsal,0.9882352941176471,959800PNADLYSCLABV29
indianoilcorp ltd,indiaoilcorp ltd,0.9882352941176471,335800J8OBWE4VFUDG88
ghpglunzholzwerkstoffproduktionsgmbh,ghpglunzholzwerkstoffproduktion gmbh,0.9888888888888889,549300O59G6Q6424KR63
unionelectricadecanariasgeneracion sa,unionelectricadecanariasgeneracionsau,0.9891891891891892,549300FXPTHE3G4PMB38
cylenergiaeolicasl,cylenergiaeolicaslu,0.9894736842105263,95980020140005846852
viesgorenovablesslu,viesgorenovablessl,0.9894736842105263,95980020140005973922
enceenergiahuelvasl,enceenergiahuelvaslu,0.99,95980020140005516664
nevadacogenassocsone,nevadacogenassocone,0.99,549300MKW32XBX4AZO54
nevadacogenassocstwo,nevadacogenassoctwo,0.99,549300EIP4WZKPZEOG10
riversideinvestsllc,riversideinvests llc,0.99,254900IOGPXNP0C30P74
castlepeakpowerco ltd,castepeakpowerco ltd,0.9904761904761905,2549001I42I6G4P13T82
camdenplanthldgs llc,camdenplanthldgss llc,0.9904761904761905,549300YJ3IIDK5XM9M70
fusionsolarcenter llc,fusionsolarcentre llc,0.9904761904761905,549300Q2X17JST2SK886
rusticasvegasaltassl,rusticasvegasaltasslu,0.9904761904761905,959800374CR6XAVRZY06
freshairenergyxxv llc,freshairenergyxxxv llc,0.990909090909091,254900GS7VNWIEJ66T52
freshairenergyxiii llc,freshairenergyxviii llc,0.9913043478260869,549300YXBPZVQPLSHZ18
sepsetconstructions ltd,sepsetconstruction ltd,0.9913043478260869,335800UYYZ1B11C7ZO07
solarstararizonaii llc,solarstararizonaiii llc,0.9913043478260869,549300ZWOLHTOA7TCF96
binduvayuurjaprivate ltd,binduvauurjaprivate ltd,0.9916666666666667,335800ZHBWJMGRUTAU36
solarstarcoloradoiii llc,solarstarcoloradoii llc,0.9916666666666667,549300OXJ46CJ5TJDJ50
schuylkillenergyress inc,schuylkillenergyres inc,0.9916666666666667,5493001K0HNGDU11HR04
risingtreewindfarmii llc,risingtreewindfarmiii llc,0.992,5493004B9R6YNB09TF36
parqueeolicopuertorealisl,parqueeolicopuertorealislu,0.9923076923076923,95980020140005859171
shuqaiqwaterelectricity co,shuqiaqwaterelectricity co,0.9923076923076923,558600F9M26DGTC53415
solarstarcaliforniaiii llc,solarstarcaliforniaii llc,0.9923076923076923,549300LS5KC0W8PF3161
corporacionaccionaeolicasl,corporacionaccionaeolicaslu,0.9925925925925926,95980020140005671282
energiasnaturaleslacalzadasl,energiasnaturaleslacalzadaslu,0.993103448275862,959800B46EJ42W5HEJ33
cimarronbendwindprojectiii llc,cimarronbendwindprojectii llc,0.9933333333333334,549300U8IUM3H5YKJT36
foundationcafundviimanager llc,foundationcafundviiimanager llc,0.9935483870967742,254900C7YWGOVH10WC90
ibereolicahedrosoaciberostwosl,ibereolicahedrosoaciberostwoslu,0.9935483870967742,95980020140005898165
aesargentinageneracion sa,aesargentinageneracion sa,1,529900B8V2PQYTG6L754
alcoaofaustralia ltd,alcoaofaustralia ltd,1,549300BY6ENFGJZRPF20
apagrp,apagrp,1,549300T9RBSX164T8H40
agl,agl,1,969500JKZNMQPAXOOO10
aes,aes,1,969500VPFTL6AC4SNP33
atlanticpower corp,atlanticpower corp,1,2U3V7WI7HVCB625AQQ40
alternativeresenergyauthority,alternativeresenergyauthority,1,5493004X9LUT0W3FAE66
antarissolargmbhcokg,antarissolargmbhcokg,1,529900W3ALJVF55DVR47
altrax,altrax,1,7245002CM2AOO2KEU733
alakoskioy,alakoskioy,1,7437005B8JHZOAW8ZJ82
advenoy,advenoy,1,743700NWB5QQG2G7JJ97
admhamburgaktiengesellschaft,admhamburgaktiengesellschaft,1,549300YG42LPE8ZHJE68
arcelormittaleisenhuttenstadt gmbh,arcelormittaleisenhuttenstadt gmbh,1,5493000QGQ5PKNMYNM41
abelloncleanenergy ltd,abelloncleanenergy ltd,1,33580068AFOZ4TF63D39
adanipower ltd,adanipower ltd,1,33580074T4XKFXBDG813
azurepowerrajasthanprivate ltd,azurepowerrajasthanprivate ltd,1,335800JYCT4CPSLUVY96
ambujacements ltd,ambujacements ltd,1,335800NT6LQHR1428E20
azureurjaprivate ltd,azureurjaprivate ltd,1,335800YJ9QFM3WJ9Y695
acmecleantechsolutionsprivate ltd,acmecleantechsolutionsprivate ltd,1,335800Y9QOUKCKEBDN64
atwoa spa,atwoa spa,1,81560076E3944316DB24
arcelormittal,arcelormittal,1,2EULGUTUI56JI9SAL165
ariessolartermoelectricasl,ariessolartermoelectricasl,1,95980020140005667402
azuliberonesl,azuliberonesl,1,959800DUAQ7F6TRSL382
accionasaltosdeaguasl,accionasaltosdeaguasl,1,95980020140005671379
accionaenergia sa,accionaenergia sa,1,95980020140005893606
alandaluswindpowersl,alandaluswindpowersl,1,95980020140005757224
accionaeolicadegalicia sa,accionaeolicadegalicia sa,1,95980020140005586310
aerogeneradoresdelsur sa,aerogeneradoresdelsur sa,1,95980020140005778564
accionaeolicadecastillalamanchasl,accionaeolicadecastillalamanchasl,1,95980020140005670991
accionaeolicadellevantesl,accionaeolicadellevantesl,1,95980020140005650718
assocdbritishports,assocdbritishports,1,549300EPRF9O6SNAEA98
aldi,aldi,1,529900A1GC5UDF9KWD64
agrivert,agrivert,1,967600QBJ5FY6JIR4V16
anglianwaterservices ltd,anglianwaterservices ltd,1,213800ZD31YIOEE51B19
allianz,allianz,1,967600O1QU22M6QU6P62
aclandfillenergy llc,aclandfillenergy llc,1,254900XOYUFA27AEPU93
appalachianpower co,appalachianpower co,1,3SCHO1ABYYIG382BEI70
aesalamitos llc,aesalamitos llc,1,549300ZWJ6XD4VEGY382
aeshuntingtonbeach llc,aeshuntingtonbeach llc,1,549300M10Z18U8SFJR25
aesredondobeach llc,aesredondobeach llc,1,549300ULWR1I9LYWOC94
aeswrltdprtship,aeswrltdprtship,1,5493000YET7NTUF85D10
alabamapower co,alabamapower co,1,0RL818ELFOHP5JHOFU19
anpbellinghamenergyco llc,anpbellinghamenergyco llc,1,549300EJWTGM3LXYR326
anpblackstoneenergyco llc,anpblackstoneenergyco llc,1,549300ZSV5TTKXYQTL76
avsolarranchone llc,avsolarranchone llc,1,549300QWESO4R2330737
adacogenltdprtship,adacogenltdprtship,1,549300IBLPVSJ85GPP83
adkinsenergy llc,adkinsenergy llc,1,549300IDZ63TTZ7W1I90
airproducts llc,airproducts llc,1,549300TWUESJXW0P4Q61
albanymedicalcenter,albanymedicalcenter,1,549300JIJJ1TDMP04F71
algonquinpower co,algonquinpower co,1,549300U14HGDC7PUZF92
alleganygeneratingstation llc,alleganygeneratingstation llc,1,5493002QG71SHP7RFY25
alldamsgen llc,alldamsgen llc,1,549300GC0MVLZE3C2Z87
americanprofol inc,americanprofol inc,1,549300XCS8D0TRFUZ325
alpacaenergy llc,alpacaenergy llc,1,549300NT4ABD1U02ZC60
americancrystalsugar co,americancrystalsugar co,1,549300HNGEIJRNKJGB32
amherstcollege,amherstcollege,1,54930006RLCW4GRNOC04
accionaenergyusaglobal llc,accionaenergyusaglobal llc,1,549300HAGXDU1CZ6LK34
angierfarm llc,angierfarm llc,1,549300CKEBYPFXQSP368
apple inc,apple inc,1,HWUPKR0MPOU8FGXBT394
archerdanielsmidland co,archerdanielsmidland co,1,549300LO13MQ9HYSTR83
arkalonethanol llc,arkalonethanol llc,1,549300B4Z7VDT0MQR648
arkwrightsummitwindfarm llc,arkwrightsummitwindfarm llc,1,549300BOSXKT10D7ZV64
arlingtonvalley llc,arlingtonvalley llc,1,5493007XRR5KZ7E75Y40
arlingtonvalleysolarenergyii llc,arlingtonvalleysolarenergyii llc,1,549300S1FJX3N7DIU875
armadilloflatswindproject llc,armadilloflatswindproject llc,1,549300JHGM6Q1N006Z72
armstrongpower llc,armstrongpower llc,1,549300032M6ZLF8KWQ79
ashtabulawindii llc,ashtabulawindii llc,1,549300NB1U5Z63IDTH65
ashtabulawindiii llc,ashtabulawindiii llc,1,549300G5OA65NBB7LK64
astoriaenergy llc,astoriaenergy llc,1,549300BXD26J7I0IPB62
astoriaenergyii llc,astoriaenergyii llc,1,549300W4PN7GCQ57JL46
aulanderhollomansolar llc,aulanderhollomansolar llc,1,549300LBDSNCVOXBRQ67
auroragen llc,auroragen llc,1,54930021BLDBHHCIMD40
auroraenergy llc,auroraenergy llc,1,549300F5KEDOXO4MIT14
avenalsolarhldgss llc,avenalsolarhldgss llc,1,5493009RZNGCWO8XQX33
axiall corp,axiall corp,1,549300K8M2QESPXVQF07
avangridrenewables llc,avangridrenewables llc,1,AH2OTHU2TT1C21ROXH10
airliquidelargeindustriesuslp,airliquidelargeindustriesuslp,1,549300SBJRGQDWLZB344
allete inc,allete inc,1,549300NNLSIMY6Z8OT86
avista corp,avista corp,1,Q0IK63NITJD6RJ47SW96
arizonapublicservice co,arizonapublicservice co,1,YG6VT0TPHRH4TFVAQV64
americansugarrefining inc,americansugarrefining inc,1,549300BYG0BBYQLHFL02
